IP Address,Hour of Day,Event Label,Total Events,Pageviews,Sessions,Session Duration
76.183.186.151,2021101714,sex-libido.png,1,5,1,0:11:03
76.183.186.151,2021101714,sex-pain-sex.png,1,5,1,0:11:03
76.183.186.151,2021101714,treatmentsButton,2,5,1,0:11:03
76.172.66.181,2021102013,common-insomnia.png,1,8,1,0:09:52
76.172.66.181,2021102013,only-treatments-known-to-work,1,8,1,0:09:52
76.172.66.181,2021102013,other-aches-pains.png,1,8,1,0:09:52
76.172.66.181,2021102013,prescription-medicine,3,8,1,0:09:52
76.172.66.181,2021102013,professional-help,1,8,1,0:09:52
76.172.66.181,2021102013,sex-pain-vagina.png,1,8,1,0:09:52
76.172.66.181,2021102013,supplement,1,8,1,0:09:52
76.172.66.181,2021102013,treatmentsButton,1,8,1,0:09:52
76.167.213.176,2021101516,dry-eyes2.png,1,8,1,0:01:38
76.167.213.176,2021101516,other-brain-fog.png,1,8,1,0:01:38
76.167.213.176,2021101516,treatmentsButton,1,8,1,0:01:38
76.125.207.177,2021102316,common-hot-flashes.png,1,9,1,0:03:20
76.125.207.177,2021102316,common-insomnia.png,1,9,1,0:03:20
76.120.172.6,2021092714,common-depression.png,1,2,1,0:01:21
76.120.172.6,2021092714,common-hot-flashes.png,1,2,1,0:01:21
76.120.172.6,2021092714,common-insomnia.png,1,2,1,0:01:21
76.120.172.6,2021092714,mind-body,1,2,1,0:01:21
76.120.172.6,2021092714,only-treatments-known-to-work,1,2,1,0:01:21
76.120.172.6,2021092714,other-bladder.png,1,2,1,0:01:21
76.120.172.6,2021092714,other-weight-gain.png,1,2,1,0:01:21
76.120.172.6,2021092714,sex-pain-sex.png,1,2,1,0:01:21
76.120.172.6,2021092714,supplement,1,2,1,0:01:21
76.120.172.6,2021092714,treatmentsButton,2,2,1,0:01:21
76.108.73.56,2021100719,reproductive-years-result,1,7,1,0:32:21
76.108.73.56,2021100720,common-depression.png,2,7,1,0:32:21
76.108.73.56,2021100720,common-hot-flashes.png,2,7,1,0:32:21
76.108.73.56,2021100720,common-insomnia.png,1,7,1,0:32:21
76.108.73.56,2021100720,mind-body,2,7,1,0:32:21
76.108.73.56,2021100720,other-aches-pains.png,2,7,1,0:32:21
76.108.73.56,2021100720,other-brain-fog.png,4,7,1,0:32:21
76.108.73.56,2021100720,other-dryness.png,2,7,1,0:32:21
76.108.73.56,2021100720,other-weight-gain.png,1,7,1,0:32:21
76.108.73.56,2021100720,sex-period.png,2,7,1,0:32:21
76.108.73.56,2021100720,supplement,2,7,1,0:32:21
76.108.73.56,2021100720,treatmentsButton,6,7,1,0:32:21
76.108.73.56,2021100720,try-on-your-own,4,7,1,0:32:21
76.106.2.217,2021092605,common-depression.png,1,4,1,0:04:43
76.106.2.217,2021092605,common-hot-flashes.png,2,4,1,0:04:43
76.106.2.217,2021092605,only-treatments-known-to-work,2,4,1,0:04:43
76.106.2.217,2021092605,other-dryness.png,2,4,1,0:04:43
76.106.2.217,2021092605,other-weight-gain.png,2,4,1,0:04:43
76.106.2.217,2021092605,prescription-medicine,4,4,1,0:04:43
76.106.2.217,2021092605,sex-libido.png,2,4,1,0:04:43
76.106.2.217,2021092605,supplement,2,4,1,0:04:43
76.106.2.217,2021092605,treatmentsButton,5,4,1,0:04:43
76.106.2.217,2021092605,try-on-your-own,2,4,1,0:04:43
75.97.179.218,2021092717,common-hot-flashes.png,2,5,1,0:02:59
75.97.179.218,2021092717,common-insomnia.png,1,5,1,0:02:59
75.97.179.218,2021092717,only-treatments-known-to-work,1,5,1,0:02:59
75.97.179.218,2021092717,treatmentsButton,2,5,1,0:02:59
75.89.200.130,2021100115,common-hot-flashes.png,1,6,1,0:03:51
75.89.200.130,2021100115,other-aches-pains.png,2,6,1,0:03:51
75.89.200.130,2021100115,sex-libido.png,1,6,1,0:03:51
75.89.200.130,2021100115,sex-period.png,3,6,1,0:03:51
75.89.200.130,2021100115,supplement,1,6,1,0:03:51
75.89.200.130,2021100115,treatmentsButton,1,6,1,0:03:51
75.89.200.130,2021100115,try-on-your-own,1,6,1,0:03:51
75.58.42.195,2021100216,common-depression.png,2,27,1,0:17:51
75.58.42.195,2021100216,common-hot-flashes.png,1,27,1,0:17:51
75.58.42.195,2021100216,common-insomnia.png,2,27,1,0:17:51
75.58.42.195,2021100216,dry-eyes2.png,2,27,1,0:17:51
75.58.42.195,2021100216,mind-body,1,27,1,0:17:51
75.58.42.195,2021100216,other-aches-pains.png,1,27,1,0:17:51
75.58.42.195,2021100216,other-bladder.png,1,27,1,0:17:51
75.58.42.195,2021100216,other-brain-fog.png,1,27,1,0:17:51
75.58.42.195,2021100216,other-dryness.png,1,27,1,0:17:51
75.58.42.195,2021100216,other-weight-gain.png,1,27,1,0:17:51
75.58.42.195,2021100216,prescription-medicine,1,27,1,0:17:51
75.58.42.195,2021100216,professional-help,1,27,1,0:17:51
75.58.42.195,2021100216,sex-libido.png,2,27,1,0:17:51
75.58.42.195,2021100216,sex-period.png,1,27,1,0:17:51
75.58.42.195,2021100216,supplement,1,27,1,0:17:51
75.58.42.195,2021100216,treatmentsButton,1,27,1,0:17:51
75.58.42.195,2021100216,try-on-your-own,1,27,1,0:17:51
75.21.235.253,2021102019,common-hot-flashes.png,1,13,1,0:40:42
75.21.235.253,2021102019,dry-eyes2.png,1,13,1,0:40:42
75.21.235.253,2021102019,mind-body,1,13,1,0:40:42
75.21.235.253,2021102019,only-treatments-known-to-work,1,13,1,0:40:42
75.21.235.253,2021102019,other-aches-pains.png,1,13,1,0:40:42
75.21.235.253,2021102019,other-dryness.png,1,13,1,0:40:42
75.21.235.253,2021102019,other-weight-gain.png,1,13,1,0:40:42
75.21.235.253,2021102019,prescription-medicine,1,13,1,0:40:42
75.21.235.253,2021102019,professional-help,1,13,1,0:40:42
75.21.235.253,2021102019,sex-pain-sex.png,1,13,1,0:40:42
75.21.235.253,2021102019,sex-pain-vagina.png,2,13,1,0:40:42
75.21.235.253,2021102019,supplement,1,13,1,0:40:42
75.21.235.253,2021102019,treatmentsButton,1,13,1,0:40:42
75.21.235.253,2021102019,try-on-your-own,1,13,1,0:40:42
75.21.235.253,2021102020,late-menopause-transition-result,2,13,1,0:40:42
75.21.235.253,2021102020,treatmentsButton,1,13,1,0:40:42
75.188.45.72,2021092720,common-hot-flashes.png,1,4,1,0:04:23
75.188.45.72,2021092720,common-insomnia.png,1,4,1,0:04:23
75.188.45.72,2021092720,only-treatments-known-to-work,1,4,1,0:04:23
75.188.45.72,2021092720,other-bladder.png,1,4,1,0:04:23
75.188.45.72,2021092720,other-brain-fog.png,1,4,1,0:04:23
75.188.45.72,2021092720,sex-libido.png,1,4,1,0:04:23
75.188.45.72,2021092720,treatmentsButton,5,4,1,0:04:23
75.187.42.179,2021092506,common-depression.png,1,12,1,0:08:20
75.187.42.179,2021092506,early-menopause-transition-result,1,12,1,0:08:20
75.187.42.179,2021092506,late-menopause-transition-result,1,12,1,0:08:20
75.187.42.179,2021092506,mind-body,1,12,1,0:08:20
75.187.42.179,2021092506,other-aches-pains.png,1,12,1,0:08:20
75.187.42.179,2021092506,other-brain-fog.png,1,12,1,0:08:20
75.187.42.179,2021092506,sex-libido.png,2,12,1,0:08:20
75.187.42.179,2021092506,sex-period.png,1,12,1,0:08:20
75.187.42.179,2021092506,supplement,1,12,1,0:08:20
75.187.42.179,2021092506,treatmentsButton,1,12,1,0:08:20
75.187.42.179,2021092506,try-on-your-own,1,12,1,0:08:20
75.187.124.48,2021092612,common-insomnia.png,1,2,1,0:02:10
75.187.124.48,2021092612,other-aches-pains.png,1,2,1,0:02:10
75.187.124.48,2021092612,other-bladder.png,1,2,1,0:02:10
75.187.124.48,2021092612,other-weight-gain.png,1,2,1,0:02:10
75.187.124.48,2021092612,prescription-medicine,1,2,1,0:02:10
75.187.124.48,2021092612,sex-pain-vagina.png,1,2,1,0:02:10
75.187.124.48,2021092612,sex-period.png,1,2,1,0:02:10
75.187.124.48,2021092612,treatmentsButton,2,2,1,0:02:10
75.187.124.48,2021092612,try-on-your-own,1,2,1,0:02:10
75.175.104.136,2021092612,common-depression.png,1,2,1,0:05:30
75.175.104.136,2021092612,common-hot-flashes.png,1,2,1,0:05:30
75.175.104.136,2021092612,common-insomnia.png,2,2,1,0:05:30
75.175.104.136,2021092612,dry-eyes2.png,2,2,1,0:05:30
75.175.104.136,2021092612,mind-body,1,2,1,0:05:30
75.175.104.136,2021092612,only-treatments-known-to-work,1,2,1,0:05:30
75.175.104.136,2021092612,other-aches-pains.png,1,2,1,0:05:30
75.175.104.136,2021092612,other-bladder.png,1,2,1,0:05:30
75.175.104.136,2021092612,other-brain-fog.png,2,2,1,0:05:30
75.175.104.136,2021092612,other-dryness.png,1,2,1,0:05:30
75.175.104.136,2021092612,prescription-medicine,1,2,1,0:05:30
75.175.104.136,2021092612,professional-help,1,2,1,0:05:30
75.175.104.136,2021092612,sex-pain-vagina.png,1,2,1,0:05:30
75.175.104.136,2021092612,supplement,1,2,1,0:05:30
75.175.104.136,2021092612,treatmentsButton,4,2,1,0:05:30
75.175.104.136,2021092612,try-on-your-own,1,2,1,0:05:30
75.172.55.60,2021100110,common-hot-flashes.png,1,5,1,0:03:08
75.172.55.60,2021100110,common-insomnia.png,1,5,1,0:03:08
75.172.55.60,2021100110,other-aches-pains.png,1,5,1,0:03:08
75.172.55.60,2021100110,other-bladder.png,1,5,1,0:03:08
75.172.55.60,2021100110,other-brain-fog.png,1,5,1,0:03:08
75.172.55.60,2021100110,post-menopausal-result,1,5,1,0:03:08
75.172.55.60,2021100110,prescription-medicine,3,5,1,0:03:08
75.172.55.60,2021100110,sex-pain-vagina.png,1,5,1,0:03:08
75.172.55.60,2021100110,supplement,1,5,1,0:03:08
75.172.55.60,2021100110,treatmentsButton,1,5,1,0:03:08
75.172.55.60,2021100110,try-on-your-own,1,5,1,0:03:08
75.164.248.79,2021102121,only-treatments-known-to-work,2,5,1,0:03:39
75.164.248.79,2021102121,other-aches-pains.png,1,5,1,0:03:39
75.164.248.79,2021102121,other-dryness.png,1,5,1,0:03:39
75.164.248.79,2021102121,other-weight-gain.png,1,5,1,0:03:39
75.164.248.79,2021102121,prescription-medicine,2,5,1,0:03:39
75.164.248.79,2021102121,sex-libido.png,1,5,1,0:03:39
75.164.248.79,2021102121,supplement,4,5,1,0:03:39
75.164.248.79,2021102121,treatmentsButton,2,5,1,0:03:39
75.138.248.52,2021101714,common-depression.png,1,2,1,0:00:48
75.138.248.52,2021101714,common-hot-flashes.png,3,2,1,0:00:48
75.138.248.52,2021101714,other-aches-pains.png,1,2,1,0:00:48
75.138.248.52,2021101714,other-brain-fog.png,1,2,1,0:00:48
75.138.248.52,2021101714,other-weight-gain.png,1,2,1,0:00:48
75.138.248.52,2021101714,sex-libido.png,1,2,1,0:00:48
75.138.248.52,2021101714,treatmentsButton,1,2,1,0:00:48
75.134.243.32,2021102212,common-depression.png,1,13,1,0:06:38
75.134.243.32,2021102212,common-insomnia.png,1,13,1,0:06:38
75.134.243.32,2021102212,dry-eyes2.png,1,13,1,0:06:38
75.134.243.32,2021102212,other-aches-pains.png,1,13,1,0:06:38
75.134.243.32,2021102212,sex-period.png,1,13,1,0:06:38
75.117.168.206,2021100714,common-depression.png,1,2,1,0:03:40
75.117.168.206,2021100714,common-hot-flashes.png,1,2,1,0:03:40
75.117.168.206,2021100714,mind-body,1,2,1,0:03:40
75.117.168.206,2021100714,sex-pain-sex.png,1,2,1,0:03:40
75.117.168.206,2021100714,sex-pain-vagina.png,1,2,1,0:03:40
75.117.168.206,2021100714,sex-period.png,1,2,1,0:03:40
75.117.168.206,2021100714,treatmentsButton,2,2,1,0:03:40
75.115.127.225,2021092814,other-aches-pains.png,1,8,1,0:19:20
75.115.127.225,2021092814,other-bladder.png,1,8,1,0:19:20
75.111.145.77,2021092607,common-depression.png,1,8,1,0:29:42
75.111.145.77,2021092607,common-hot-flashes.png,1,8,1,0:29:42
75.111.145.77,2021092607,common-insomnia.png,1,8,1,0:29:42
75.111.145.77,2021092607,other-bladder.png,1,8,1,0:29:42
75.111.145.77,2021092607,other-brain-fog.png,1,8,1,0:29:42
75.111.145.77,2021092607,other-weight-gain.png,2,8,1,0:29:42
75.111.145.77,2021092607,supplement,1,8,1,0:29:42
75.111.145.77,2021092607,treatmentsButton,1,8,1,0:29:42
75.111.145.77,2021092607,try-on-your-own,1,8,1,0:29:42
75.111.145.77,2021092608,common-depression.png,2,8,1,0:29:42
75.111.145.77,2021092608,common-insomnia.png,2,8,1,0:29:42
75.111.145.77,2021092608,other-weight-gain.png,1,8,1,0:29:42
75.111.145.77,2021092608,supplement,3,8,1,0:29:42
75.111.145.77,2021092608,treatmentsButton,3,8,1,0:29:42
75.111.145.77,2021092608,try-on-your-own,5,8,1,0:29:42
75.109.23.142,2021101010,sex-period.png,1,9,1,0:04:37
75.104.71.177,2021092610,common-hot-flashes.png,1,13,1,0:21:13
75.104.71.177,2021092610,common-insomnia.png,1,13,1,0:21:13
75.104.71.177,2021092610,dry-eyes2.png,1,13,1,0:21:13
75.104.71.177,2021092610,other-bladder.png,1,13,1,0:21:13
75.104.71.177,2021092610,treatmentsButton,1,13,1,0:21:13
74.213.203.196,2021092920,common-depression.png,1,13,1,0:12:52
74.213.203.196,2021092920,common-hot-flashes.png,1,13,1,0:12:52
74.213.203.196,2021092920,common-insomnia.png,1,13,1,0:12:52
74.213.203.196,2021092920,sex-period.png,1,13,1,0:12:52
74.213.203.196,2021092921,other-weight-gain.png,1,13,1,0:12:52
74.199.76.172,2021092607,other-brain-fog.png,1,5,1,0:09:01
74.199.76.172,2021092607,other-weight-gain.png,1,5,1,0:09:01
74.199.76.172,2021092607,prescription-medicine,1,5,1,0:09:01
74.199.76.172,2021092607,professional-help,1,5,1,0:09:01
74.199.76.172,2021092607,reproductive-years-result,1,5,1,0:09:01
74.199.76.172,2021092607,sex-libido.png,1,5,1,0:09:01
74.199.76.172,2021092607,sex-pain-vagina.png,1,5,1,0:09:01
74.199.76.172,2021092607,supplement,1,5,1,0:09:01
74.199.76.172,2021092607,treatmentsButton,1,5,1,0:09:01
74.199.76.172,2021092607,try-on-your-own,1,5,1,0:09:01
74.138.83.223,2021102214,common-depression.png,1,5,1,0:29:13
74.138.83.223,2021102214,common-hot-flashes.png,1,5,1,0:29:13
74.138.83.223,2021102214,dry-eyes2.png,1,5,1,0:29:13
74.138.83.223,2021102214,only-treatments-known-to-work,1,5,1,0:29:13
74.138.83.223,2021102214,other-aches-pains.png,2,5,1,0:29:13
74.138.83.223,2021102214,other-bladder.png,2,5,1,0:29:13
74.138.83.223,2021102214,other-dryness.png,2,5,1,0:29:13
74.138.83.223,2021102214,prescription-medicine,1,5,1,0:29:13
74.138.83.223,2021102214,reproductive-years-result,3,5,1,0:29:13
74.138.83.223,2021102214,sex-period.png,2,5,1,0:29:13
74.138.83.223,2021102214,supplement,1,5,1,0:29:13
74.138.83.223,2021102214,treatmentsButton,3,5,1,0:29:13
74.138.83.223,2021102214,try-on-your-own,1,5,1,0:29:13
74.135.35.148,2021100716,other-weight-gain.png,1,7,1,0:05:35
74.135.35.148,2021100716,sex-pain-sex.png,1,7,1,0:05:35
74.134.88.28,2021100307,common-insomnia.png,1,6,1,0:05:22
74.134.88.28,2021100307,only-treatments-known-to-work,1,6,1,0:05:22
74.134.88.28,2021100307,other-aches-pains.png,1,6,1,0:05:22
74.134.88.28,2021100307,other-brain-fog.png,1,6,1,0:05:22
74.134.88.28,2021100307,other-dryness.png,1,6,1,0:05:22
74.134.88.28,2021100307,prescription-medicine,1,6,1,0:05:22
74.134.88.28,2021100307,sex-libido.png,1,6,1,0:05:22
74.134.88.28,2021100307,sex-pain-vagina.png,1,6,1,0:05:22
74.134.88.28,2021100307,sex-period.png,1,6,1,0:05:22
74.134.88.28,2021100307,supplement,1,6,1,0:05:22
74.134.88.28,2021100307,treatmentsButton,3,6,1,0:05:22
74.111.182.17,2021092610,common-depression.png,1,9,1,0:08:33
74.111.182.17,2021092610,common-hot-flashes.png,2,9,1,0:08:33
74.111.182.17,2021092610,only-treatments-known-to-work,1,9,1,0:08:33
74.111.182.17,2021092610,other-aches-pains.png,1,9,1,0:08:33
74.111.182.17,2021092610,other-weight-gain.png,1,9,1,0:08:33
74.111.182.17,2021092610,treatmentsButton,2,9,1,0:08:33
74.111.182.17,2021092610,try-on-your-own,1,9,1,0:08:33
73.94.72.118,2021092508,common-hot-flashes.png,1,5,1,0:11:56
73.94.72.118,2021092508,mind-body,2,5,1,0:11:56
73.94.72.118,2021092508,other-aches-pains.png,1,5,1,0:11:56
73.94.72.118,2021092508,other-brain-fog.png,1,5,1,0:11:56
73.94.72.118,2021092508,other-dryness.png,1,5,1,0:11:56
73.94.72.118,2021092508,other-weight-gain.png,1,5,1,0:11:56
73.94.72.118,2021092508,prescription-medicine,2,5,1,0:11:56
73.94.72.118,2021092508,professional-help,2,5,1,0:11:56
73.94.72.118,2021092508,sex-libido.png,1,5,1,0:11:56
73.94.72.118,2021092508,supplement,2,5,1,0:11:56
73.94.72.118,2021092508,treatmentsButton,2,5,1,0:11:56
73.94.72.118,2021092508,try-on-your-own,2,5,1,0:11:56
73.90.207.79,2021092609,common-hot-flashes.png,1,25,1,0:54:23
73.90.207.79,2021092609,common-insomnia.png,1,25,1,0:54:23
73.90.207.79,2021092609,HIGH DEPRESSION SCORE,1,25,1,0:54:23
73.90.207.79,2021092609,mind-body,2,25,1,0:54:23
73.90.207.79,2021092609,only-treatments-known-to-work,4,25,1,0:54:23
73.90.207.79,2021092609,other-brain-fog.png,1,25,1,0:54:23
73.90.207.79,2021092609,other-dryness.png,1,25,1,0:54:23
73.90.207.79,2021092609,other-weight-gain.png,1,25,1,0:54:23
73.90.207.79,2021092609,prescription-medicine,5,25,1,0:54:23
73.90.207.79,2021092609,professional-help,2,25,1,0:54:23
73.90.207.79,2021092609,supplement,2,25,1,0:54:23
73.90.207.79,2021092609,treatmentsButton,3,25,1,0:54:23
73.90.207.79,2021092609,try-on-your-own,5,25,1,0:54:23
73.81.166.10,2021092605,common-depression.png,1,3,1,0:03:39
73.81.166.10,2021092605,common-hot-flashes.png,1,3,1,0:03:39
73.81.166.10,2021092605,only-treatments-known-to-work,2,3,1,0:03:39
73.81.166.10,2021092605,other-dryness.png,1,3,1,0:03:39
73.81.166.10,2021092605,prescription-medicine,1,3,1,0:03:39
73.81.166.10,2021092605,sex-pain-vagina.png,1,3,1,0:03:39
73.81.166.10,2021092605,supplement,1,3,1,0:03:39
73.81.166.10,2021092605,treatmentsButton,2,3,1,0:03:39
73.81.166.10,2021092605,try-on-your-own,1,3,1,0:03:39
73.72.230.127,2021102219,sex-libido.png,1,5,1,0:01:53
73.70.203.170,2021101714,late-menopause-transition-result,1,4,1,0:03:14
73.70.203.170,2021101714,uncertain-stage-result,1,4,1,0:03:14
73.50.147.172,2021100619,dry-eyes2.png,1,15,1,0:21:20
73.50.147.172,2021100619,late-menopause-transition-result,1,15,1,0:21:20
73.50.147.172,2021100619,other-bladder.png,1,15,1,0:21:20
73.50.147.172,2021100619,sex-libido.png,2,15,1,0:21:20
73.50.147.172,2021100620,common-hot-flashes.png,2,15,1,0:21:20
73.50.147.172,2021100620,common-insomnia.png,1,15,1,0:21:20
73.50.147.172,2021100620,dry-eyes2.png,1,15,1,0:21:20
73.50.147.172,2021100620,other-bladder.png,1,15,1,0:21:20
73.50.147.172,2021100620,other-weight-gain.png,1,15,1,0:21:20
73.50.147.172,2021100620,sex-libido.png,1,15,1,0:21:20
73.50.147.172,2021100620,sex-period.png,1,15,1,0:21:20
73.50.147.172,2021100620,treatmentsButton,1,15,1,0:21:20
73.48.241.8,2021092808,common-depression.png,1,2,1,0:03:22
73.48.241.8,2021092808,common-hot-flashes.png,1,2,1,0:03:22
73.48.241.8,2021092808,dry-eyes2.png,2,2,1,0:03:22
73.48.241.8,2021092808,only-treatments-known-to-work,1,2,1,0:03:22
73.48.241.8,2021092808,other-brain-fog.png,1,2,1,0:03:22
73.48.241.8,2021092808,other-dryness.png,1,2,1,0:03:22
73.48.241.8,2021092808,other-weight-gain.png,2,2,1,0:03:22
73.48.241.8,2021092808,professional-help,1,2,1,0:03:22
73.48.241.8,2021092808,sex-period.png,1,2,1,0:03:22
73.48.241.8,2021092808,supplement,1,2,1,0:03:22
73.48.241.8,2021092808,treatmentsButton,2,2,1,0:03:22
73.48.241.8,2021092808,try-on-your-own,1,2,1,0:03:22
73.37.13.59,2021092421,mind-body,1,19,1,0:10:32
73.37.13.59,2021092421,only-treatments-known-to-work,1,19,1,0:10:32
73.37.13.59,2021092421,other-aches-pains.png,1,19,1,0:10:32
73.37.13.59,2021092421,other-brain-fog.png,1,19,1,0:10:32
73.37.13.59,2021092421,sex-period.png,1,19,1,0:10:32
73.37.13.59,2021092421,supplement,1,19,1,0:10:32
73.37.13.59,2021092421,treatmentsButton,1,19,1,0:10:32
73.37.13.59,2021092421,try-on-your-own,1,19,1,0:10:32
73.37.13.59,2021092422,common-hot-flashes.png,1,19,1,0:10:32
73.37.13.59,2021092422,reproductive-years-result,1,19,1,0:10:32
73.236.244.138,2021101014,uncertain-stage-result,1,2,1,0:02:21
73.182.217.127,2021100317,common-hot-flashes.png,3,16,1,0:09:59
73.182.217.127,2021100317,common-insomnia.png,2,16,1,0:09:59
73.182.217.127,2021100317,only-treatments-known-to-work,1,16,1,0:09:59
73.182.217.127,2021100317,other-brain-fog.png,1,16,1,0:09:59
73.182.217.127,2021100317,other-weight-gain.png,1,16,1,0:09:59
73.182.217.127,2021100317,sex-libido.png,2,16,1,0:09:59
73.182.217.127,2021100317,sex-pain-sex.png,1,16,1,0:09:59
73.182.217.127,2021100317,sex-period.png,1,16,1,0:09:59
73.182.217.127,2021100317,treatmentsButton,1,16,1,0:09:59
73.181.216.235,2021092422,common-depression.png,2,6,1,0:09:06
73.181.216.235,2021092422,common-hot-flashes.png,2,6,1,0:09:06
73.181.216.235,2021092422,common-insomnia.png,2,6,1,0:09:06
73.181.216.235,2021092422,dry-eyes2.png,1,6,1,0:09:06
73.181.216.235,2021092422,other-dryness.png,2,6,1,0:09:06
73.181.216.235,2021092422,other-weight-gain.png,2,6,1,0:09:06
73.181.216.235,2021092422,treatmentsButton,3,6,1,0:09:06
73.175.215.190,2021102215,common-hot-flashes.png,1,16,1,0:12:02
73.175.215.190,2021102215,common-insomnia.png,1,16,1,0:12:02
73.175.215.190,2021102215,mind-body,1,16,1,0:12:02
73.175.215.190,2021102215,only-treatments-known-to-work,1,16,1,0:12:02
73.175.215.190,2021102215,other-bladder.png,1,16,1,0:12:02
73.175.215.190,2021102215,other-weight-gain.png,2,16,1,0:12:02
73.175.215.190,2021102215,prescription-medicine,1,16,1,0:12:02
73.175.215.190,2021102215,professional-help,1,16,1,0:12:02
73.175.215.190,2021102215,treatmentsButton,3,16,1,0:12:02
73.175.215.190,2021102215,uncertain-stage-result,1,16,1,0:12:02
73.169.223.100,2021100100,other-brain-fog.png,1,2,1,0:02:01
73.16.205.220,2021092510,late-menopause-transition-result,1,15,1,0:10:02
73.16.205.220,2021092510,prescription-medicine,1,15,1,0:10:02
73.15.115.187,2021101622,common-insomnia.png,1,9,1,0:25:48
73.15.115.187,2021101622,early-menopause-transition-result,1,9,1,0:25:48
73.15.115.187,2021101622,other-bladder.png,1,9,1,0:25:48
73.15.115.187,2021101622,other-brain-fog.png,2,9,1,0:25:48
73.15.115.187,2021101622,other-weight-gain.png,1,9,1,0:25:48
73.15.115.187,2021101622,reproductive-years-result,1,9,1,0:25:48
73.15.115.187,2021101622,sex-pain-sex.png,1,9,1,0:25:48
73.15.115.187,2021101622,sex-pain-vagina.png,1,9,1,0:25:48
73.15.115.187,2021101622,sex-period.png,2,9,1,0:25:48
73.15.115.187,2021101622,supplement,1,9,1,0:25:48
73.15.115.187,2021101622,treatmentsButton,1,9,1,0:25:48
73.147.52.48,2021092506,common-depression.png,2,26,1,0:32:06
73.147.52.48,2021092506,common-hot-flashes.png,1,26,1,0:32:06
73.147.52.48,2021092506,dry-eyes2.png,1,26,1,0:32:06
73.147.52.48,2021092506,mind-body,1,26,1,0:32:06
73.147.52.48,2021092506,ok-for-breast-cancer,1,26,1,0:32:06
73.147.52.48,2021092506,only-treatments-known-to-work,1,26,1,0:32:06
73.147.52.48,2021092506,other-bladder.png,2,26,1,0:32:06
73.147.52.48,2021092506,other-brain-fog.png,1,26,1,0:32:06
73.147.52.48,2021092506,prescription-medicine,1,26,1,0:32:06
73.147.52.48,2021092506,professional-help,1,26,1,0:32:06
73.147.52.48,2021092506,reproductive-years-result,5,26,1,0:32:06
73.147.52.48,2021092506,sex-libido.png,1,26,1,0:32:06
73.147.52.48,2021092506,sex-period.png,1,26,1,0:32:06
73.147.52.48,2021092506,supplement,1,26,1,0:32:06
73.147.52.48,2021092506,treatmentsButton,5,26,1,0:32:06
73.147.52.48,2021092506,try-on-your-own,1,26,1,0:32:06
73.136.94.35,2021093020,common-depression.png,1,11,1,0:12:07
73.136.94.35,2021093020,other-aches-pains.png,1,11,1,0:12:07
73.136.94.35,2021093020,other-weight-gain.png,1,11,1,0:12:07
73.136.94.35,2021093020,sex-libido.png,1,11,1,0:12:07
73.135.130.127,2021092812,common-depression.png,1,6,1,0:05:18
73.135.130.127,2021092812,common-hot-flashes.png,1,6,1,0:05:18
73.135.130.127,2021092812,common-insomnia.png,1,6,1,0:05:18
73.135.130.127,2021092812,other-bladder.png,1,6,1,0:05:18
73.135.130.127,2021092812,other-dryness.png,1,6,1,0:05:18
73.135.130.127,2021092812,post-menopausal-result,2,6,1,0:05:18
73.135.130.127,2021092812,prescription-medicine,1,6,1,0:05:18
73.135.130.127,2021092812,treatmentsButton,1,6,1,0:05:18
73.131.117.35,2021092717,common-depression.png,1,26,1,0:40:39
73.131.117.35,2021092717,common-hot-flashes.png,1,26,1,0:40:39
73.131.117.35,2021092717,common-insomnia.png,1,26,1,0:40:39
73.131.117.35,2021092717,other-aches-pains.png,1,26,1,0:40:39
73.131.117.35,2021092717,other-bladder.png,1,26,1,0:40:39
73.131.117.35,2021092717,other-brain-fog.png,1,26,1,0:40:39
73.131.117.35,2021092717,other-weight-gain.png,1,26,1,0:40:39
73.131.117.35,2021092717,sex-libido.png,1,26,1,0:40:39
73.131.117.35,2021092717,sex-pain-sex.png,1,26,1,0:40:39
73.121.213.202,2021102213,common-hot-flashes.png,1,2,1,0:02:15
73.121.213.202,2021102213,dry-eyes2.png,2,2,1,0:02:15
73.121.213.202,2021102213,only-treatments-known-to-work,1,2,1,0:02:15
73.121.213.202,2021102213,other-aches-pains.png,1,2,1,0:02:15
73.121.213.202,2021102213,other-brain-fog.png,1,2,1,0:02:15
73.121.213.202,2021102213,other-dryness.png,1,2,1,0:02:15
73.121.213.202,2021102213,other-weight-gain.png,1,2,1,0:02:15
73.121.213.202,2021102213,sex-libido.png,1,2,1,0:02:15
73.121.213.202,2021102213,sex-period.png,1,2,1,0:02:15
73.121.213.202,2021102213,supplement,1,2,1,0:02:15
73.121.213.202,2021102213,treatmentsButton,4,2,1,0:02:15
73.121.213.202,2021102214,sex-libido.png,1,2,1,0:02:15
73.11.8.10,2021092612,common-depression.png,3,7,2,0:24:43
73.11.8.10,2021092612,common-hot-flashes.png,3,7,2,0:24:43
73.11.8.10,2021092612,common-insomnia.png,3,7,2,0:24:43
73.11.8.10,2021092612,late-menopause-transition-result,1,5,1,0:23:11
73.11.8.10,2021092612,mind-body,1,5,1,0:23:11
73.11.8.10,2021092612,only-treatments-known-to-work,1,5,1,0:23:11
73.11.8.10,2021092612,other-aches-pains.png,3,7,2,0:24:43
73.11.8.10,2021092612,other-dryness.png,3,7,2,0:24:43
