Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
/dealing-with-bladder-control/,68.132.107.8,1,1,0:00:00,0,0.00%,100.00%
/dealing-with-brain-fog/,68.132.107.8,1,1,0:02:02,0,0.00%,0.00%
/dealing-with-dry-eyes/,68.132.107.8,1,1,0:04:28,0,0.00%,0.00%
/dealing-with-dry-hair-skin/,68.132.107.8,1,1,0:03:45,0,0.00%,0.00%
/symptoms-landing-page/,68.132.107.8,1,1,0:00:14,0,0.00%,0.00%
/,68.14.118.41,2,1,0:00:46,1,0.00%,50.00%
/am-i-in-menopause/,68.14.118.41,3,1,0:00:31,0,0.00%,0.00%
/questions-and-answers/,68.14.118.41,1,1,0:01:44,0,0.00%,0.00%
/what-if-im-transgender-or-nonbinary/,68.14.118.41,1,1,0:03:00,0,0.00%,0.00%
/,68.169.141.37,1,1,0:00:00,1,100.00%,100.00%
/,68.202.78.144,1,1,0:00:33,1,0.00%,0.00%
/am-i-in-menopause/,68.202.78.144,1,1,0:01:01,0,0.00%,0.00%
/create-my-menoplan/,68.202.78.144,1,1,0:00:47,0,0.00%,0.00%
/heavy-irregular-periods/,68.202.78.144,1,1,0:00:00,0,0.00%,100.00%
/questions-and-answers/,68.202.78.144,1,1,0:00:55,0,0.00%,0.00%
/symptoms-landing-page/,68.202.78.144,1,1,0:00:12,0,0.00%,0.00%
/,68.37.167.213,2,1,0:01:38,1,0.00%,0.00%
/create-my-menoplan/,68.37.167.213,2,1,0:14:01,0,0.00%,50.00%
/dealing-with-physical-aches-pains/,68.37.167.213,4,1,0:02:21,0,0.00%,0.00%
/exercise/,68.37.167.213,2,1,0:03:02,0,0.00%,0.00%
/our-team/,68.37.167.213,1,1,0:01:58,0,0.00%,0.00%
/tai-chi/,68.37.167.213,1,1,0:01:56,0,0.00%,0.00%
/,68.47.20.170,3,1,0:00:31,1,0.00%,0.00%
/?s=Anxiety,68.47.20.170,1,1,0:00:10,0,0.00%,0.00%
/am-i-in-menopause/,68.47.20.170,3,1,0:01:24,0,0.00%,0.00%
/avoiding-weight-gain/,68.47.20.170,1,1,0:01:09,0,0.00%,0.00%
/create-my-menoplan/,68.47.20.170,1,1,0:08:18,0,0.00%,0.00%
/mood-depression-anxiety/,68.47.20.170,4,1,0:00:22,0,0.00%,0.00%
/questions-and-answers/,68.47.20.170,1,1,0:04:20,0,0.00%,0.00%
/sleep-problems-insomnia/,68.47.20.170,1,1,0:00:11,0,0.00%,0.00%
/ssris-and-snris/,68.47.20.170,1,1,0:01:19,0,0.00%,0.00%
/symptoms-landing-page/,68.47.20.170,4,1,0:00:11,0,0.00%,0.00%
/test/anxiety-assessment/,68.47.20.170,1,1,0:00:16,0,0.00%,0.00%
/test/anxiety-assessment/5nc54e2492b6bf3020a2fe46d8d4d54b6f/,68.47.20.170,1,1,0:00:15,0,0.00%,0.00%
/test/anxiety-assessment/5o9e3250899fb4ea219787b3af7baa3324/,68.47.20.170,1,1,0:00:21,0,0.00%,0.00%
/test/depression-assessment/,68.47.20.170,1,1,0:00:29,0,0.00%,0.00%
/test/depression-assessment/5pe566e48210506ee0fd8635191e5801e3/,68.47.20.170,1,1,0:00:14,0,0.00%,0.00%
/test/depression-assessment/5qf00aaae3d2aa5a7d3a86731f9107e3ac/,68.47.20.170,1,1,0:00:09,0,0.00%,0.00%
/test/insomnia-severity-index/,68.47.20.170,1,1,0:00:36,0,0.00%,0.00%
/test/insomnia-severity-index/5rf57673142d87ad60c286e3264651cc1a/,68.47.20.170,1,1,0:00:13,0,0.00%,0.00%
/treatments/,68.47.20.170,1,1,0:01:16,0,0.00%,0.00%
/weight-gain/,68.47.20.170,1,1,0:02:33,0,0.00%,0.00%
/who-we-are/,68.47.20.170,1,1,0:00:24,0,0.00%,0.00%
/womens-stories/,68.47.20.170,1,1,0:00:00,0,0.00%,100.00%
/,68.82.200.161,1,1,0:00:16,1,0.00%,0.00%
/about/,68.82.200.161,1,1,0:00:21,0,0.00%,0.00%
/am-i-in-menopause/,68.82.200.161,1,1,0:01:14,0,0.00%,0.00%
/create-my-menoplan/,68.82.200.161,1,1,0:02:10,0,0.00%,0.00%
/hot-flashes/,68.82.200.161,1,1,0:03:11,0,0.00%,0.00%
/low-sex-drive/,68.82.200.161,1,1,0:02:25,0,0.00%,0.00%
/our-story/,68.82.200.161,1,1,0:00:26,0,0.00%,0.00%
/our-team/,68.82.200.161,1,1,0:00:31,0,0.00%,0.00%
/sleep-problems-insomnia/,68.82.200.161,1,1,0:01:26,0,0.00%,0.00%
/symptoms-landing-page/,68.82.200.161,1,1,0:00:41,0,0.00%,0.00%
/treatments/,68.82.200.161,1,1,0:00:00,0,0.00%,100.00%
/weight-gain/,68.82.200.161,1,1,0:02:33,0,0.00%,0.00%
/womens-stories/,68.82.200.161,1,1,0:03:23,0,0.00%,0.00%
/,68.93.4.230,2,1,0:00:29,1,0.00%,0.00%
/am-i-in-menopause/,68.93.4.230,1,1,0:00:03,0,0.00%,0.00%
/create-my-menoplan/,68.93.4.230,1,1,0:03:31,0,0.00%,0.00%
/gabapentin-and-pregabalin/,68.93.4.230,1,1,0:00:00,0,0.00%,100.00%
/,69.204.253.160,2,2,0:00:08,2,50.00%,50.00%
/treatments/,69.204.253.160,1,1,0:00:05,0,0.00%,0.00%
/what-if-i-have-breast-cancer/,69.204.253.160,1,1,0:00:00,0,0.00%,100.00%
/,71.214.48.85,2,1,0:00:48,1,0.00%,0.00%
/?s=Transgender,71.214.48.85,1,1,0:00:06,0,0.00%,0.00%
/am-i-in-menopause/,71.214.48.85,1,1,0:00:40,0,0.00%,0.00%
/cooling-techniques/,71.214.48.85,1,1,0:02:27,0,0.00%,0.00%
/create-my-menoplan/,71.214.48.85,3,1,0:02:36,0,0.00%,0.00%
/dealing-with-bladder-control/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%
/dealing-with-brain-fog/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%
/dealing-with-physical-aches-pains/,71.214.48.85,2,1,0:00:22,0,0.00%,0.00%
/exercise/,71.214.48.85,1,1,0:00:13,0,0.00%,0.00%
/herbal-remedies-and-supplements/,71.214.48.85,1,1,0:02:23,0,0.00%,0.00%
/mood-depression-anxiety/,71.214.48.85,2,1,0:00:27,0,0.00%,0.00%
/paced-breathing/,71.214.48.85,1,1,0:00:35,0,0.00%,0.00%
/sleep-problems-insomnia/,71.214.48.85,2,1,0:01:00,0,0.00%,0.00%
/soy-foods-and-supplements/,71.214.48.85,1,1,0:01:05,0,0.00%,0.00%
/strategies-to-talk-with-your-doctor/,71.214.48.85,1,1,0:01:28,0,0.00%,0.00%
/treatments/,71.214.48.85,9,1,0:00:11,0,0.00%,0.00%
/vaginal-dilators/,71.214.48.85,1,1,0:01:50,0,0.00%,0.00%
/vaginal-lubricants-and-moisturizers/,71.214.48.85,1,1,0:01:03,0,0.00%,0.00%
/vitamins/,71.214.48.85,1,1,0:00:15,0,0.00%,0.00%
/what-if-i-have-breast-cancer/,71.214.48.85,1,1,0:02:09,0,0.00%,0.00%
/what-if-im-transgender-or-nonbinary/,71.214.48.85,1,1,0:00:00,0,0.00%,100.00%
/womens-stories/,71.214.48.85,2,1,0:00:26,0,0.00%,0.00%
/,71.237.252.165,1,1,0:01:56,1,0.00%,0.00%
/clonidine/,71.237.252.165,1,1,0:00:00,0,0.00%,100.00%
/create-my-menoplan/,71.237.252.165,1,1,0:02:47,0,0.00%,0.00%
/,71.81.210.174,1,1,0:00:23,1,0.00%,0.00%
/am-i-in-menopause/,71.81.210.174,1,1,0:00:33,0,0.00%,0.00%
/clonidine/,71.81.210.174,1,1,0:00:38,0,0.00%,0.00%
/create-my-menoplan/,71.81.210.174,4,1,0:01:58,0,0.00%,0.00%
/dealing-with-bladder-control/,71.81.210.174,1,1,0:00:00,0,0.00%,100.00%
/physical-aches-pains/,71.81.210.174,2,1,0:00:54,0,0.00%,0.00%
/soy-foods-and-supplements/,71.81.210.174,1,1,0:00:58,0,0.00%,0.00%
/ssris-and-snris/,71.81.210.174,2,1,0:02:11,0,0.00%,0.00%
/staying-healthy-in-midlife/,71.81.210.174,1,1,0:00:19,0,0.00%,0.00%
/strategies-to-talk-with-your-doctor/,71.81.210.174,2,1,0:00:25,0,0.00%,0.00%
/treatments/,71.81.210.174,1,1,0:00:13,0,0.00%,0.00%
/womens-stories/,71.81.210.174,1,1,0:01:57,0,0.00%,0.00%
/,72.230.242.29,3,1,0:00:15,1,0.00%,0.00%
/create-my-menoplan/,72.230.242.29,1,1,0:00:00,0,0.00%,100.00%
/symptoms-landing-page/,72.230.242.29,1,1,0:00:26,0,0.00%,0.00%
/,72.74.219.122,1,1,0:00:07,1,0.00%,0.00%
/brain-fog-cognitive-issues/,72.74.219.122,2,2,0:00:00,0,0.00%,100.00%
/create-my-menoplan/,72.74.219.122,1,1,0:02:16,0,0.00%,0.00%
/gabapentin-and-pregabalin/,72.74.219.122,1,1,0:02:40,1,0.00%,0.00%
/symptoms-landing-page/,72.74.219.122,2,2,0:06:09,0,0.00%,0.00%
/,73.11.8.10,1,1,0:02:27,1,0.00%,0.00%
/am-i-in-menopause/,73.11.8.10,1,1,0:11:36,0,0.00%,0.00%
/avoiding-weight-gain/,73.11.8.10,1,1,0:03:00,0,0.00%,0.00%
/clinical-hypnosis/,73.11.8.10,1,1,0:08:56,0,0.00%,0.00%
/clonidine/,73.11.8.10,1,1,0:00:35,0,0.00%,0.00%
/create-my-menoplan/,73.11.8.10,5,4,0:04:57,1,0.00%,40.00%
/dealing-with-dry-hair-skin/,73.11.8.10,2,2,0:02:03,1,0.00%,0.00%
/dealing-with-physical-aches-pains/,73.11.8.10,1,1,0:12:14,0,0.00%,0.00%
/gabapentin-and-pregabalin/,73.11.8.10,1,1,0:02:44,0,0.00%,0.00%
/hormone-therapy/,73.11.8.10,2,1,0:07:35,0,0.00%,0.00%
/hot-flashes/,73.11.8.10,1,1,0:00:00,0,0.00%,100.00%
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.11.8.10,1,1,0:00:51,0,0.00%,0.00%
/sedatives/,73.11.8.10,1,1,0:00:27,0,0.00%,0.00%
/sleep-problems-insomnia/,73.11.8.10,3,1,0:00:33,0,0.00%,0.00%
/soy-foods-and-supplements/,73.11.8.10,1,1,0:05:37,1,0.00%,0.00%
/test/insomnia-severity-index/,73.11.8.10,1,1,0:01:38,0,0.00%,0.00%
/womens-stories/,73.11.8.10,2,1,0:00:05,0,0.00%,50.00%
/,73.147.52.48,2,1,0:00:10,1,0.00%,0.00%
/am-i-in-menopause/,73.147.52.48,1,1,0:02:14,0,0.00%,0.00%
/bladder-control-problems/,73.147.52.48,1,1,0:04:08,0,0.00%,0.00%
/brain-fog-cognitive-issues/,73.147.52.48,1,1,0:00:55,0,0.00%,0.00%
/create-my-menoplan/,73.147.52.48,2,1,0:01:47,0,0.00%,50.00%
/dry-eyes/,73.147.52.48,1,1,0:01:35,0,0.00%,0.00%
/heavy-irregular-periods/,73.147.52.48,1,1,0:04:54,0,0.00%,0.00%
/hot-flashes/,73.147.52.48,1,1,0:03:30,0,0.00%,0.00%
/low-sex-drive/,73.147.52.48,1,1,0:01:56,0,0.00%,0.00%
/mood-depression-anxiety/,73.147.52.48,3,1,0:00:36,0,0.00%,0.00%
/symptoms-landing-page/,73.147.52.48,10,1,0:00:44,0,0.00%,0.00%
/test/anxiety-assessment/,73.147.52.48,1,1,0:00:13,0,0.00%,0.00%
/vagina-pain-dryness-not-during-sex/,73.147.52.48,1,1,0:01:30,0,0.00%,0.00%
/,73.16.205.220,1,1,0:00:28,1,0.00%,0.00%
/am-i-in-menopause/,73.16.205.220,1,1,0:01:31,0,0.00%,0.00%
/create-my-menoplan/,73.16.205.220,1,1,0:00:00,0,0.00%,100.00%
/gabapentin-and-pregabalin/,73.16.205.220,1,1,0:00:51,0,0.00%,0.00%
/hormone-therapy/,73.16.205.220,1,1,0:00:58,0,0.00%,0.00%
/questions-and-answers/,73.16.205.220,1,1,0:02:44,0,0.00%,0.00%
/sedatives/,73.16.205.220,1,1,0:00:13,0,0.00%,0.00%
/sleep-problems-insomnia/,73.16.205.220,2,1,0:00:24,0,0.00%,0.00%
/treatment-template-shorter-table-of-contents-2/,73.16.205.220,1,1,0:00:55,0,0.00%,0.00%
/treatments/,73.16.205.220,4,1,0:00:07,0,0.00%,0.00%
/vaginal-estrogen/,73.16.205.220,1,1,0:01:07,0,0.00%,0.00%
/,73.181.216.235,1,1,0:00:56,1,0.00%,0.00%
/avoiding-weight-gain/,73.181.216.235,1,1,0:00:00,0,0.00%,100.00%
/clonidine/,73.181.216.235,1,1,0:01:13,0,0.00%,0.00%
/create-my-menoplan/,73.181.216.235,2,1,0:02:44,0,0.00%,0.00%
/dealing-with-dry-eyes/,73.181.216.235,1,1,0:01:28,0,0.00%,0.00%
/,73.37.13.59,2,2,0:00:08,2,50.00%,50.00%
/am-i-in-menopause/,73.37.13.59,1,1,0:00:56,0,0.00%,0.00%
/clonidine/,73.37.13.59,1,1,0:00:21,0,0.00%,0.00%
/cooling-techniques/,73.37.13.59,1,1,0:00:59,0,0.00%,0.00%
/create-my-menoplan/,73.37.13.59,1,1,0:01:07,0,0.00%,0.00%
/dealing-with-brain-fog/,73.37.13.59,1,1,0:03:25,0,0.00%,0.00%
/dealing-with-physical-aches-pains/,73.37.13.59,1,1,0:00:30,0,0.00%,0.00%
/gabapentin-and-pregabalin/,73.37.13.59,1,1,0:00:33,0,0.00%,0.00%
/hot-flashes/,73.37.13.59,6,1,0:00:09,0,0.00%,16.67%
/soy-foods-and-supplements/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%
/ssris-and-snris/,73.37.13.59,1,1,0:00:19,0,0.00%,0.00%
/symptoms-landing-page/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%
/,73.81.166.10,1,1,0:00:53,1,0.00%,0.00%
/create-my-menoplan/,73.81.166.10,1,1,0:02:46,0,0.00%,0.00%
/publications/,73.81.166.10,1,1,0:00:00,0,0.00%,100.00%
/,73.90.207.79,1,1,0:01:31,1,0.00%,0.00%
/am-i-in-menopause/,73.90.207.79,2,1,0:03:38,0,0.00%,0.00%
/avoiding-triggers/,73.90.207.79,1,1,0:00:44,0,0.00%,0.00%
/clinical-hypnosis/,73.90.207.79,1,1,0:02:16,0,0.00%,0.00%
/cooling-techniques/,73.90.207.79,1,1,0:02:08,0,0.00%,0.00%
/create-my-menoplan/,73.90.207.79,1,1,0:02:47,0,0.00%,0.00%
/dealing-with-bladder-control/,73.90.207.79,1,1,0:03:49,0,0.00%,0.00%
/dealing-with-dry-hair-skin/,73.90.207.79,1,1,0:00:00,0,0.00%,100.00%
/dry-hair-skin/,73.90.207.79,1,1,0:01:06,0,0.00%,0.00%
/gabapentin-and-pregabalin/,73.90.207.79,1,1,0:02:41,0,0.00%,0.00%
/herbal-remedies-and-supplements/,73.90.207.79,1,1,0:01:58,0,0.00%,0.00%
/hot-flashes/,73.90.207.79,2,1,0:01:27,0,0.00%,0.00%
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.90.207.79,1,1,0:00:48,0,0.00%,0.00%
/mood-depression-anxiety/,73.90.207.79,1,1,0:00:56,0,0.00%,0.00%
/soy-foods-and-supplements/,73.90.207.79,1,1,0:03:44,0,0.00%,0.00%
/ssris-and-snris/,73.90.207.79,1,1,0:03:53,0,0.00%,0.00%
/strategies-to-talk-with-your-doctor/,73.90.207.79,1,1,0:01:55,0,0.00%,0.00%
/test/anxiety-assessment/,73.90.207.79,1,1,0:00:43,0,0.00%,0.00%
/test/anxiety-assessment/5sf168b7e8b5bc466b878cfe26ea88fb16/,73.90.207.79,1,1,0:00:20,0,0.00%,0.00%
/test/depression-assessment/,73.90.207.79,1,1,0:00:32,0,0.00%,0.00%
/test/depression-assessment/5ta58287060f562bdb4115e7cf48042491/,73.90.207.79,1,1,0:00:19,0,0.00%,0.00%
/weight-gain/,73.90.207.79,1,1,0:02:54,0,0.00%,0.00%
/womens-stories/,73.90.207.79,1,1,0:09:11,0,0.00%,0.00%
/,73.94.72.118,1,1,0:00:32,1,0.00%,0.00%
/clonidine/,73.94.72.118,1,1,0:01:04,0,0.00%,0.00%
/create-my-menoplan/,73.94.72.118,1,1,0:10:00,0,0.00%,0.00%
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.94.72.118,1,1,0:00:00,0,0.00%,100.00%
/symptoms-landing-page/,73.94.72.118,1,1,0:00:19,0,0.00%,0.00%
/,74.111.182.17,1,1,0:00:23,1,0.00%,0.00%
/about/,74.111.182.17,1,1,0:00:19,0,0.00%,0.00%
/create-my-menoplan/,74.111.182.17,1,1,0:01:23,0,0.00%,0.00%
/featured-video/,74.111.182.17,1,1,0:00:00,0,0.00%,100.00%
/gabapentin-and-pregabalin/,74.111.182.17,1,1,0:01:47,0,0.00%,0.00%
/hot-flashes/,74.111.182.17,1,1,0:01:28,0,0.00%,0.00%
/questions-and-answers/,74.111.182.17,1,1,0:02:38,0,0.00%,0.00%
/symptoms-landing-page/,74.111.182.17,1,1,0:00:19,0,0.00%,0.00%
/who-we-are/,74.111.182.17,1,1,0:00:16,0,0.00%,0.00%
/,74.199.76.172,1,1,0:00:59,1,0.00%,0.00%
/am-i-in-menopause/,74.199.76.172,1,1,0:01:10,0,0.00%,0.00%
/create-my-menoplan/,74.199.76.172,1,1,0:01:51,0,0.00%,0.00%
/dealing-with-bladder-control/,74.199.76.172,1,1,0:00:00,0,0.00%,100.00%
/questions-and-answers/,74.199.76.172,1,1,0:03:39,0,0.00%,0.00%
/,75.104.71.177,2,1,0:04:27,1,0.00%,0.00%
/am-i-in-menopause/,75.104.71.177,1,1,0:01:43,0,0.00%,0.00%
/create-my-menoplan/,75.104.71.177,3,1,0:01:18,0,0.00%,0.00%
/dry-eyes/,75.104.71.177,1,1,0:03:44,0,0.00%,0.00%
/mood-depression-anxiety/,75.104.71.177,1,1,0:00:22,0,0.00%,0.00%
/our-story/,75.104.71.177,1,1,0:01:08,0,0.00%,0.00%
/paced-breathing/,75.104.71.177,1,1,0:00:00,0,0.00%,100.00%
/questions-and-answers/,75.104.71.177,1,1,0:00:34,0,0.00%,0.00%
/science/,75.104.71.177,1,1,0:00:45,0,0.00%,0.00%
/strategies-to-talk-with-your-doctor/,75.104.71.177,1,1,0:00:11,0,0.00%,0.00%
/,75.111.145.77,1,1,0:00:54,1,0.00%,0.00%
/create-my-menoplan/,75.111.145.77,2,1,0:02:35,0,0.00%,50.00%
/dealing-with-bladder-control/,75.111.145.77,1,1,0:24:32,0,0.00%,0.00%
/dealing-with-brain-fog/,75.111.145.77,1,1,0:00:33,0,0.00%,0.00%
/symptoms-landing-page/,75.111.145.77,1,1,0:00:27,0,0.00%,0.00%
/treatments/,75.111.145.77,1,1,0:00:18,0,0.00%,0.00%
/weight-gain/,75.111.145.77,1,1,0:00:23,0,0.00%,0.00%
/,75.175.104.136,1,1,0:00:27,1,0.00%,0.00%
/create-my-menoplan/,75.175.104.136,1,1,0:00:00,0,0.00%,100.00%
/,75.187.124.48,1,1,0:00:50,1,0.00%,0.00%
/create-my-menoplan/,75.187.124.48,1,1,0:00:00,0,0.00%,100.00%
/,75.187.42.179,3,1,0:00:31,1,0.00%,0.00%
/am-i-in-menopause/,75.187.42.179,2,1,0:00:53,0,0.00%,0.00%
/create-my-menoplan/,75.187.42.179,1,1,0:01:32,0,0.00%,0.00%
/exercise/,75.187.42.179,1,1,0:00:00,0,0.00%,100.00%
/low-sex-drive/,75.187.42.179,1,1,0:01:15,0,0.00%,0.00%
/questions-and-answers/,75.187.42.179,2,1,0:00:49,0,0.00%,0.00%
/staying-healthy-in-midlife/,75.187.42.179,1,1,0:00:20,0,0.00%,0.00%
/symptoms-landing-page/,75.187.42.179,1,1,0:00:20,0,0.00%,0.00%
/vaginal-laser-therapy/,75.190.11.196,1,1,0:00:00,1,100.00%,100.00%
/,76.106.2.217,1,1,0:00:21,1,0.00%,0.00%
/create-my-menoplan/,76.106.2.217,2,1,0:03:00,0,0.00%,50.00%
/gabapentin-and-pregabalin/,76.106.2.217,1,1,0:01:21,0,0.00%,0.00%
/,76.120.172.6,1,1,0:00:10,1,0.00%,0.00%
/create-my-menoplan/,76.120.172.6,1,1,0:00:00,0,0.00%,100.00%
/,96.29.3.249,1,1,0:01:44,1,0.00%,0.00%
/am-i-in-menopause/,96.29.3.249,2,1,0:00:54,0,0.00%,50.00%
/bladder-control-problems/,96.29.3.249,1,1,0:01:32,0,0.00%,0.00%
/cooling-techniques/,96.29.3.249,1,1,0:01:34,0,0.00%,0.00%
/create-my-menoplan/,96.29.3.249,2,1,0:03:28,0,0.00%,0.00%
/hot-flashes/,96.29.3.249,1,1,0:02:52,0,0.00%,0.00%
/sleep-problems-insomnia/,96.29.3.249,1,1,0:01:07,0,0.00%,0.00%
/symptoms-landing-page/,96.29.3.249,3,1,0:00:14,0,0.00%,0.00%
/,96.41.202.198,2,2,0:00:08,2,0.00%,0.00%
/am-i-in-menopause/,96.41.202.198,2,1,0:00:47,0,0.00%,0.00%
/create-my-menoplan/,96.41.202.198,1,1,0:00:00,0,0.00%,100.00%
/heavy-irregular-periods/,96.41.202.198,1,1,0:02:08,0,0.00%,0.00%
/hot-flashes/,96.41.202.198,1,1,0:01:08,0,0.00%,0.00%
/sleep-problems-insomnia/,96.41.202.198,2,1,0:00:25,0,0.00%,0.00%
/symptoms-landing-page/,96.41.202.198,4,1,0:00:11,0,0.00%,25.00%
/test/insomnia-severity-index/,96.41.202.198,2,1,0:00:22,0,0.00%,0.00%
/test/insomnia-severity-index/5lc356e332f1abf460441a7d62a94d3463/,96.41.202.198,1,1,0:00:06,0,0.00%,0.00%
/,96.61.82.208,1,1,0:00:53,1,0.00%,0.00%
/avoiding-triggers/,96.61.82.208,1,1,0:00:32,0,0.00%,0.00%
/hot-flashes/,96.61.82.208,1,1,0:00:55,0,0.00%,0.00%
/ssris-and-snris/,96.61.82.208,1,1,0:00:44,0,0.00%,0.00%
/treatments/,96.61.82.208,2,1,0:00:12,0,0.00%,0.00%
/vaginal-dilators/,96.61.82.208,1,1,0:00:00,0,0.00%,100.00%
/womens-stories/,96.61.82.208,1,1,0:02:11,0,0.00%,0.00%
/,97.113.35.1,2,1,0:00:39,1,0.00%,0.00%
/am-i-in-menopause/,97.113.35.1,1,1,0:00:49,0,0.00%,0.00%
/symptoms-landing-page/,97.113.35.1,1,1,0:00:00,0,0.00%,100.00%
/,97.91.169.33,2,1,0:01:12,1,0.00%,0.00%
/about/,97.91.169.33,1,1,0:00:16,0,0.00%,0.00%
/create-my-menoplan/,97.91.169.33,1,1,0:00:00,0,0.00%,100.00%
/,98.10.243.160,3,1,0:00:44,1,0.00%,33.33%
/am-i-in-menopause/,98.10.243.160,1,1,0:00:51,0,0.00%,0.00%
/staying-healthy-in-midlife/,98.10.243.160,1,1,0:00:32,0,0.00%,0.00%
/,98.144.226.183,1,1,0:00:00,1,100.00%,100.00%
/,98.152.32.83,2,2,0:00:21,2,50.00%,50.00%
/am-i-in-menopause/,98.152.32.83,1,1,0:01:42,0,0.00%,0.00%
/clinical-hypnosis/,98.152.32.83,1,1,0:00:00,0,0.00%,100.00%
/create-my-menoplan/,98.152.32.83,1,1,0:05:57,0,0.00%,0.00%
/dealing-with-brain-fog/,98.152.32.83,1,1,0:01:05,0,0.00%,0.00%
/,98.156.87.134,1,1,0:00:21,1,0.00%,0.00%
/symptoms-landing-page/,98.156.87.134,1,1,0:00:00,0,0.00%,100.00%
/,98.165.150.193,3,1,0:01:47,1,0.00%,0.00%
/am-i-in-menopause/,98.165.150.193,1,1,0:00:00,0,0.00%,100.00%
/create-my-menoplan/,98.165.150.193,3,1,0:00:54,0,0.00%,0.00%
/hormone-therapy/,98.165.150.193,1,1,0:00:54,0,0.00%,0.00%
/vaginal-estrogen/,98.165.150.193,1,1,0:01:25,0,0.00%,0.00%
/,98.174.82.34,3,2,0:00:08,2,0.00%,33.33%
/am-i-in-menopause/,98.174.82.34,2,1,0:01:12,0,0.00%,50.00%
/bladder-control-problems/,98.174.82.34,1,1,0:02:42,0,0.00%,0.00%
/create-my-menoplan/,98.174.82.34,1,1,0:05:16,0,0.00%,0.00%
/heavy-irregular-periods/,98.174.82.34,1,1,0:03:01,0,0.00%,0.00%
/mood-depression-anxiety/,98.174.82.34,1,1,0:00:47,0,0.00%,0.00%
/sleep-problems-insomnia/,98.174.82.34,1,1,0:00:29,0,0.00%,0.00%
/symptoms-landing-page/,98.174.82.34,5,1,0:00:37,0,0.00%,0.00%
/weight-gain/,98.174.82.34,1,1,0:01:28,0,0.00%,0.00%
/womens-stories/,98.174.82.34,1,1,0:04:31,0,0.00%,0.00%
/,98.20.165.99,1,1,0:00:00,1,100.00%,100.00%
/,98.21.145.218,1,1,0:00:12,1,0.00%,0.00%
/symptoms-landing-page/,98.21.145.218,1,1,0:00:41,0,0.00%,0.00%
/treatment-template-shorter-table-of-contents-2/,98.21.145.218,1,1,0:00:37,0,0.00%,0.00%
/treatments/,98.21.145.218,2,1,0:00:27,0,0.00%,50.00%
/,98.23.209.26,2,1,0:01:00,1,0.00%,0.00%
/create-my-menoplan/,98.23.209.26,1,1,0:03:29,0,0.00%,0.00%
/low-sex-drive/,98.23.209.26,1,1,0:00:36,0,0.00%,0.00%
/pain-with-sex/,98.23.209.26,1,1,0:00:00,0,0.00%,100.00%
/symptoms-landing-page/,98.23.209.26,1,1,0:00:16,0,0.00%,0.00%
/womens-stories/,98.23.209.26,1,1,0:01:24,0,0.00%,0.00%
/,99.196.242.50,1,1,0:00:16,1,0.00%,0.00%
/create-my-menoplan/,99.196.242.50,1,1,0:00:00,0,0.00%,100.00%
/heavy-irregular-periods/,99.196.242.50,1,1,0:02:58,0,0.00%,0.00%
/hot-flashes/,99.196.242.50,2,1,0:01:21,0,0.00%,0.00%
/mood-depression-anxiety/,99.196.242.50,1,1,0:02:05,0,0.00%,0.00%
/physical-aches-pains/,99.196.242.50,1,1,0:00:57,0,0.00%,0.00%
/symptoms-landing-page/,99.196.242.50,5,1,0:00:25,0,0.00%,0.00%
/,99.32.58.89,1,1,0:01:14,1,0.00%,0.00%
/about/,99.32.58.89,1,1,0:00:15,0,0.00%,0.00%
/am-i-in-menopause/,99.32.58.89,1,1,0:00:54,0,0.00%,0.00%
/create-my-menoplan/,99.32.58.89,1,1,0:00:00,0,0.00%,100.00%
/questions-and-answers/,99.32.58.89,1,1,0:02:10,0,0.00%,0.00%
/strategies-to-talk-with-your-doctor/,99.32.58.89,1,1,0:00:47,0,0.00%,0.00%
/?fbclid=IwAR3YdliFNPwA2tcHWu540noMpbhCSI3P4HGf2-MRUld-hQLc55tZmDXUU4s,99.8.85.105,1,1,0:00:41,1,0.00%,0.00%
/about/,99.8.85.105,1,1,0:00:11,0,0.00%,0.00%
/am-i-in-menopause/,99.8.85.105,1,1,0:01:31,0,0.00%,0.00%
/avoiding-weight-gain/,99.8.85.105,1,1,0:00:52,0,0.00%,0.00%
/create-my-menoplan/,99.8.85.105,1,1,0:02:16,0,0.00%,0.00%
/dealing-with-bladder-control/,99.8.85.105,1,1,0:00:46,0,0.00%,0.00%
/dealing-with-dry-eyes/,99.8.85.105,1,1,0:01:13,0,0.00%,0.00%
/quit-smoking-tobacco/,99.8.85.105,1,1,0:00:00,0,0.00%,100.00%
/,99.89.44.176,1,1,0:00:13,1,0.00%,0.00%
/symptoms-landing-page/,99.89.44.176,2,1,0:00:55,0,0.00%,50.00%
/weight-gain/,99.89.44.176,1,1,0:01:57,0,0.00%,0.00%
/,99.92.172.96,1,1,0:00:23,1,0.00%,0.00%
/hot-flashes/,99.92.172.96,1,1,0:00:09,0,0.00%,0.00%
