Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/,75.188.45.72,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.188.45.72,2,1,0:03:29,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,75.188.45.72,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/,75.187.42.179,3,1,0:00:31,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.187.42.179,2,1,0:00:53,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.187.42.179,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/exercise/,75.187.42.179,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/low-sex-drive/,75.187.42.179,1,1,0:01:15,0,0.00%,0.00%,$0.00 
/questions-and-answers/,75.187.42.179,2,1,0:00:49,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,75.187.42.179,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,75.187.42.179,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/,75.187.124.48,1,1,0:00:50,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.187.124.48,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,75.175.104.136,1,1,0:00:27,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.175.104.136,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,75.172.55.60,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.172.55.60,1,1,0:00:44,0,0.00%,0.00%,$0.00 
/cooling-techniques/,75.172.55.60,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.172.55.60,2,1,0:01:34,0,0.00%,50.00%,$0.00 
/,75.115.127.225,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/bladder-control-problems/,75.115.127.225,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,75.115.127.225,1,1,0:02:48,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,75.115.127.225,4,1,0:03:52,0,0.00%,0.00%,$0.00 
/womens-stories/,75.115.127.225,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,75.111.145.77,1,1,0:00:54,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.111.145.77,3,2,0:02:35,1,100.00%,66.67%,$0.00 
/dealing-with-bladder-control/,75.111.145.77,1,1,0:24:32,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,75.111.145.77,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,75.111.145.77,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/treatments/,75.111.145.77,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/weight-gain/,75.111.145.77,1,1,0:00:23,0,0.00%,0.00%,$0.00 
/,75.104.71.177,2,1,0:04:27,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.104.71.177,1,1,0:01:43,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.104.71.177,3,1,0:01:18,0,0.00%,0.00%,$0.00 
/dry-eyes/,75.104.71.177,1,1,0:03:44,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,75.104.71.177,1,1,0:00:22,0,0.00%,0.00%,$0.00 
/our-story/,75.104.71.177,1,1,0:01:08,0,0.00%,0.00%,$0.00 
/paced-breathing/,75.104.71.177,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/questions-and-answers/,75.104.71.177,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/science/,75.104.71.177,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,75.104.71.177,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/,74.69.60.242,1,1,0:00:49,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,74.69.60.242,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,74.69.60.242,1,1,0:01:20,0,0.00%,0.00%,$0.00 
/vaginal-lubricants-and-moisturizers/,74.69.60.242,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,74.213.203.196,2,1,0:00:19,1,0.00%,50.00%,$0.00 
/heavy-irregular-periods/,74.213.203.196,1,1,0:01:54,0,0.00%,0.00%,$0.00 
/hot-flashes/,74.213.203.196,1,1,0:01:25,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,74.213.203.196,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,74.213.203.196,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,74.213.203.196,6,1,0:01:07,0,0.00%,0.00%,$0.00 
/weight-gain/,74.213.203.196,1,1,0:01:53,0,0.00%,0.00%,$0.00 
/,74.199.76.172,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,74.199.76.172,1,1,0:01:10,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,74.199.76.172,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,74.199.76.172,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/questions-and-answers/,74.199.76.172,1,1,0:03:39,0,0.00%,0.00%,$0.00 
/,74.134.88.28,3,1,0:00:28,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,74.134.88.28,3,1,0:02:00,0,0.00%,33.33%,$0.00 
/,74.111.182.17,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/about/,74.111.182.17,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,74.111.182.17,1,1,0:01:23,0,0.00%,0.00%,$0.00 
/featured-video/,74.111.182.17,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/gabapentin-and-pregabalin/,74.111.182.17,1,1,0:01:47,0,0.00%,0.00%,$0.00 
/hot-flashes/,74.111.182.17,1,1,0:01:28,0,0.00%,0.00%,$0.00 
/questions-and-answers/,74.111.182.17,1,1,0:02:38,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,74.111.182.17,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/who-we-are/,74.111.182.17,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/,73.94.72.118,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/clonidine/,73.94.72.118,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.94.72.118,1,1,0:10:00,0,0.00%,0.00%,$0.00 
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.94.72.118,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,73.94.72.118,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/,73.90.207.79,1,1,0:01:31,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.90.207.79,2,1,0:03:38,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,73.90.207.79,1,1,0:00:44,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.90.207.79,1,1,0:02:16,0,0.00%,0.00%,$0.00 
/cooling-techniques/,73.90.207.79,1,1,0:02:08,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.90.207.79,1,1,0:02:47,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,73.90.207.79,1,1,0:03:49,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,73.90.207.79,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dry-hair-skin/,73.90.207.79,1,1,0:01:06,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,73.90.207.79,1,1,0:02:41,0,0.00%,0.00%,$0.00 
/herbal-remedies-and-supplements/,73.90.207.79,1,1,0:01:58,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.90.207.79,2,1,0:01:27,0,0.00%,0.00%,$0.00 
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.90.207.79,1,1,0:00:48,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,73.90.207.79,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,73.90.207.79,1,1,0:03:44,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,73.90.207.79,1,1,0:03:53,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,73.90.207.79,1,1,0:01:55,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,73.90.207.79,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/5sf168b7e8b5bc466b878cfe26ea88fb16/,73.90.207.79,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/test/depression-assessment/,73.90.207.79,1,1,0:00:32,0,0.00%,0.00%,$0.00 
/test/depression-assessment/5ta58287060f562bdb4115e7cf48042491/,73.90.207.79,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/weight-gain/,73.90.207.79,1,1,0:02:54,0,0.00%,0.00%,$0.00 
/womens-stories/,73.90.207.79,1,1,0:09:11,0,0.00%,0.00%,$0.00 
/,73.81.166.10,1,1,0:00:53,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.81.166.10,1,1,0:02:46,0,0.00%,0.00%,$0.00 
/publications/,73.81.166.10,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,73.50.147.172,1,1,0:00:39,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.50.147.172,1,1,0:01:26,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,73.50.147.172,1,1,0:04:19,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.50.147.172,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,73.50.147.172,1,1,0:03:10,0,0.00%,0.00%,$0.00 
/dry-eyes/,73.50.147.172,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,73.50.147.172,1,1,0:01:59,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.50.147.172,1,1,0:01:30,0,0.00%,0.00%,$0.00 
/low-sex-drive/,73.50.147.172,2,1,0:01:05,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.50.147.172,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/treatment-template-shorter-table-of-contents-2/,73.50.147.172,1,1,0:01:14,0,0.00%,0.00%,$0.00 
/vaginal-physical-therapy/,73.50.147.172,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/weight-gain/,73.50.147.172,1,1,0:01:27,0,0.00%,0.00%,$0.00 
/,73.48.241.8,1,1,0:01:49,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.48.241.8,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,73.37.13.59,2,2,0:00:08,2,50.00%,50.00%,$0.00 
/am-i-in-menopause/,73.37.13.59,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/clonidine/,73.37.13.59,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/cooling-techniques/,73.37.13.59,1,1,0:00:59,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.37.13.59,1,1,0:01:07,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,73.37.13.59,1,1,0:03:25,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,73.37.13.59,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,73.37.13.59,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.37.13.59,6,1,0:00:09,0,0.00%,16.67%,$0.00 
/soy-foods-and-supplements/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,73.37.13.59,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/,73.254.223.191,1,1,0:04:20,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.254.223.191,1,1,0:01:15,0,0.00%,0.00%,$0.00 
/omega-3-fatty-acids/,73.254.223.191,1,1,0:01:38,0,0.00%,0.00%,$0.00 
/pain-with-sex/,73.254.223.191,2,1,0:00:40,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,73.254.223.191,1,1,0:02:19,0,0.00%,0.00%,$0.00 
/treatments/,73.254.223.191,2,1,0:00:53,0,0.00%,50.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,73.254.223.191,2,1,0:01:32,0,0.00%,0.00%,$0.00 
/,73.248.196.67,7,2,0:00:24,2,0.00%,28.57%,$0.00 
/about/,73.248.196.67,1,1,0:00:50,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.248.196.67,1,1,0:00:41,0,0.00%,0.00%,$0.00 
/what-if-i-have-breast-cancer/,73.248.196.67,1,1,0:11:41,0,0.00%,0.00%,$0.00 
/,73.230.159.100,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/herbal-remedies-and-supplements/,73.230.159.100,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/treatments/,73.230.159.100,1,1,0:00:52,0,0.00%,0.00%,$0.00 
/,73.216.48.91,2,1,0:00:35,1,0.00%,50.00%,$0.00 
/about/,73.216.48.91,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/questions-and-answers/,73.216.48.91,2,1,0:01:11,0,0.00%,0.00%,$0.00 
/treatments/,73.216.48.91,2,2,0:01:11,1,100.00%,50.00%,$0.00 
/,73.182.217.127,2,1,0:00:47,1,0.00%,0.00%,$0.00 
/about/,73.182.217.127,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.182.217.127,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy-for-sleep/,73.182.217.127,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.182.217.127,1,1,0:02:17,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.182.217.127,2,1,0:00:46,0,0.00%,0.00%,$0.00 
/sedatives/,73.182.217.127,2,1,0:00:28,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,73.182.217.127,3,1,0:00:22,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,73.182.217.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,73.182.217.127,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/,73.181.216.235,1,1,0:00:56,1,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,73.181.216.235,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/clonidine/,73.181.216.235,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.181.216.235,2,1,0:02:44,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,73.181.216.235,1,1,0:01:28,0,0.00%,0.00%,$0.00 
/,73.169.223.100,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.169.223.100,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,73.16.205.220,1,1,0:00:28,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.16.205.220,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.16.205.220,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/gabapentin-and-pregabalin/,73.16.205.220,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/hormone-therapy/,73.16.205.220,1,1,0:00:58,0,0.00%,0.00%,$0.00 
/questions-and-answers/,73.16.205.220,1,1,0:02:44,0,0.00%,0.00%,$0.00 
/sedatives/,73.16.205.220,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,73.16.205.220,2,1,0:00:24,0,0.00%,0.00%,$0.00 
/treatment-template-shorter-table-of-contents-2/,73.16.205.220,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/treatments/,73.16.205.220,4,1,0:00:07,0,0.00%,0.00%,$0.00 
/vaginal-estrogen/,73.16.205.220,1,1,0:01:07,0,0.00%,0.00%,$0.00 
/,73.147.52.48,2,1,0:00:10,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.147.52.48,1,1,0:02:14,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,73.147.52.48,1,1,0:04:08,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,73.147.52.48,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.147.52.48,2,1,0:01:47,0,0.00%,50.00%,$0.00 
/dry-eyes/,73.147.52.48,1,1,0:01:35,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,73.147.52.48,1,1,0:04:54,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.147.52.48,1,1,0:03:30,0,0.00%,0.00%,$0.00 
/low-sex-drive/,73.147.52.48,1,1,0:01:56,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,73.147.52.48,3,1,0:00:36,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.147.52.48,10,1,0:00:44,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,73.147.52.48,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,73.147.52.48,1,1,0:01:30,0,0.00%,0.00%,$0.00 
/,73.136.94.35,2,1,0:00:24,1,0.00%,0.00%,$0.00 
/low-sex-drive/,73.136.94.35,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,73.136.94.35,1,1,0:02:40,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,73.136.94.35,1,1,0:02:00,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.136.94.35,5,1,0:00:16,0,0.00%,20.00%,$0.00 
/weight-gain/,73.136.94.35,1,1,0:04:05,0,0.00%,0.00%,$0.00 
/,73.135.130.127,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.135.130.127,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.135.130.127,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,73.135.130.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,73.135.130.127,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.135.130.127,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/,73.131.117.35,3,1,0:01:21,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.131.117.35,2,1,0:00:38,0,0.00%,50.00%,$0.00 
/bladder-control-problems/,73.131.117.35,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,73.131.117.35,1,1,0:02:33,0,0.00%,0.00%,$0.00 
/dry-hair-skin/,73.131.117.35,1,1,0:00:48,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.131.117.35,1,1,0:04:48,0,0.00%,0.00%,$0.00 
/low-sex-drive/,73.131.117.35,1,1,0:05:09,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,73.131.117.35,1,1,0:01:26,0,0.00%,0.00%,$0.00 
/our-team/,73.131.117.35,1,1,0:00:57,0,0.00%,0.00%,$0.00 
/pain-with-sex/,73.131.117.35,1,1,0:03:59,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,73.131.117.35,1,1,0:00:53,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,73.131.117.35,1,1,0:02:18,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.131.117.35,10,1,0:00:14,0,0.00%,0.00%,$0.00 
/weight-gain/,73.131.117.35,1,1,0:09:26,0,0.00%,0.00%,$0.00 
/paced-breathing/,73.13.3.153,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,73.11.8.10,1,1,0:02:27,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.11.8.10,1,1,0:11:36,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,73.11.8.10,1,1,0:03:00,0,0.00%,0.00%,$0.00 
/clinical-hypnosis/,73.11.8.10,1,1,0:08:56,0,0.00%,0.00%,$0.00 
/clonidine/,73.11.8.10,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.11.8.10,5,4,0:04:57,1,0.00%,40.00%,$0.00 
/dealing-with-dry-hair-skin/,73.11.8.10,2,2,0:02:03,1,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,73.11.8.10,1,1,0:12:14,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,73.11.8.10,1,1,0:02:44,0,0.00%,0.00%,$0.00 
/hormone-therapy/,73.11.8.10,2,1,0:07:35,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.11.8.10,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/meditation-mindfulness-mindfulness-based-stress-reduction/,73.11.8.10,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/sedatives/,73.11.8.10,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,73.11.8.10,3,1,0:00:33,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,73.11.8.10,1,1,0:05:37,1,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,73.11.8.10,1,1,0:01:38,0,0.00%,0.00%,$0.00 
/womens-stories/,73.11.8.10,2,1,0:00:05,0,0.00%,50.00%,$0.00 
/,73.1.1.113,1,1,0:00:27,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.1.1.113,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/treatments/,73.1.1.113,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/,72.81.218.221,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.81.218.221,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,72.74.219.122,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,72.74.219.122,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,72.74.219.122,1,1,0:02:16,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,72.74.219.122,1,1,0:02:40,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.74.219.122,2,2,0:06:09,0,0.00%,0.00%,$0.00 
/,72.46.177.214,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,72.26.4.168,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.26.4.168,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,72.230.71.244,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.230.71.244,2,1,0:01:44,0,0.00%,50.00%,$0.00 
/dealing-with-bladder-control/,72.230.71.244,1,1,0:01:38,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.230.71.244,1,1,0:00:36,0,0.00%,0.00%,$0.00 
/,72.230.242.29,3,1,0:00:15,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.230.242.29,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,72.230.242.29,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/,72.196.151.16,4,1,0:00:07,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.196.151.16,3,1,0:01:06,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,72.196.151.16,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/soy-foods-and-supplements/,72.196.151.16,1,1,0:01:38,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.196.151.16,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/treatments/,72.196.151.16,1,1,0:00:23,0,0.00%,0.00%,$0.00 
/,72.188.247.175,2,1,0:00:40,1,0.00%,50.00%,$0.00 
/about/,72.188.247.175,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,72.188.247.175,5,1,0:01:45,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,72.188.247.175,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,72.188.247.175,2,1,0:00:40,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.188.247.175,2,1,0:01:03,0,0.00%,0.00%,$0.00 
/,72.129.145.43,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,71.95.144.171,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,71.81.210.174,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.81.210.174,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/clonidine/,71.81.210.174,1,1,0:00:38,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.81.210.174,4,1,0:01:58,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,71.81.210.174,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/physical-aches-pains/,71.81.210.174,2,1,0:00:54,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,71.81.210.174,1,1,0:00:58,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,71.81.210.174,2,1,0:02:11,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,71.81.210.174,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,71.81.210.174,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/treatments/,71.81.210.174,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/womens-stories/,71.81.210.174,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/,71.67.244.85,2,2,0:00:26,2,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.67.244.85,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/clonidine/,71.67.244.85,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/cognitive-behavioral-therapy/,71.67.244.85,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/omega-3-fatty-acids/,71.67.244.85,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/treatments/,71.67.244.85,3,1,0:00:20,0,0.00%,0.00%,$0.00 
/vitamins/,71.67.244.85,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/,71.47.70.149,3,1,0:00:26,1,0.00%,33.33%,$0.00 
/dealing-with-bladder-control/,71.47.70.149,1,1,0:00:47,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.47.70.149,1,1,0:01:30,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,71.47.70.149,1,1,0:03:13,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,71.47.70.149,1,1,0:02:56,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,71.47.70.149,1,1,0:04:17,0,0.00%,0.00%,$0.00 
/herbal-remedies-and-supplements/,71.47.70.149,1,1,0:03:19,0,0.00%,0.00%,$0.00 
/our-team/,71.47.70.149,1,1,0:04:48,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.47.70.149,2,1,0:00:48,0,0.00%,0.00%,$0.00 
/treatments/,71.47.70.149,8,1,0:00:16,0,0.00%,0.00%,$0.00 
/yoga/,71.47.70.149,1,1,0:01:02,0,0.00%,0.00%,$0.00 
/,71.255.32.18,1,1,0:00:29,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.255.32.18,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/avoiding-triggers/,71.255.32.18,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,71.255.32.18,1,1,0:01:55,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,71.255.32.18,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.255.32.18,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/,71.240.196.40,1,1,0:00:23,1,0.00%,0.00%,$0.00 
