Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/am-i-in-menopause/,71.205.194.161,2,2,0:01:35,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.213.45.87,2,1,0:00:44,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.238.34.51,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.131.117.35,2,1,0:00:38,0,0.00%,50.00%,$0.00 
/am-i-in-menopause/,73.15.115.187,2,1,0:01:21,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.70.203.170,2,1,0:01:25,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,73.90.207.79,2,1,0:03:38,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,75.187.42.179,2,1,0:00:53,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.191.19.153,2,1,0:01:13,0,0.00%,50.00%,$0.00 
/am-i-in-menopause/,76.234.140.218,2,1,0:00:57,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,76.9.91.238,2,1,0:00:54,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,96.29.3.249,2,1,0:00:54,0,0.00%,50.00%,$0.00 
/am-i-in-menopause/,96.41.202.198,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,97.115.93.206,2,1,0:03:04,0,0.00%,50.00%,$0.00 
/am-i-in-menopause/,98.174.82.34,2,1,0:01:12,0,0.00%,50.00%,$0.00 
/am-i-in-menopause/,98.204.252.212,2,1,0:00:37,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/?ae_live_scanner=true,54.201.37.197,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,107.204.168.21,2,1,0:06:50,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,172.79.21.112,2,1,0:02:46,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,107.77.207.231,2,1,0:01:57,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,71.213.45.87,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,136.34.91.100,2,1,0:01:23,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,172.58.139.108,2,1,0:00:43,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,172.58.19.143,2,1,0:01:31,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,66.220.238.147,2,1,0:00:41,0,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,72.74.219.122,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/clinical-hypnosis/,75.21.235.253,2,1,0:02:41,0,0.00%,0.00%,$0.00 
/clonidine/,107.185.13.42,2,1,0:04:48,1,0.00%,50.00%,$0.00 
/create-my-menoplan/,107.204.168.21,2,1,0:03:51,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,107.242.113.64,2,1,0:05:02,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,107.77.204.226,2,2,0:00:00,1,0.00%,100.00%,$0.00 
/create-my-menoplan/,108.202.117.72,2,1,0:01:34,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,108.213.221.15,2,1,0:02:00,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,162.218.220.231,2,1,0:01:22,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,162.222.31.52,2,1,0:31:55,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,172.221.114.222,2,1,0:00:49,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.56.42.201,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.19.143,2,1,0:01:06,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.58.31.102,2,1,0:04:09,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,172.58.44.170,2,1,0:02:17,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.208.34.69,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.211.129.240,2,1,0:00:38,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,198.243.17.69,2,2,0:02:52,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,24.118.105.76,2,1,0:01:55,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,24.250.15.34,2,1,0:01:02,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,24.43.123.71,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,47.26.135.230,2,1,0:02:46,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,50.25.0.72,2,1,0:02:40,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.10.36.9,2,1,0:04:50,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,68.171.180.200,2,1,0:01:46,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.37.167.213,2,1,0:14:01,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,68.57.103.52,2,2,0:00:00,1,100.00%,100.00%,$0.00 
/create-my-menoplan/,70.94.78.192,2,1,0:04:55,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,71.182.170.133,2,1,0:00:50,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.230.71.244,2,1,0:01:44,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,73.147.52.48,2,1,0:01:47,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,73.181.216.235,2,1,0:02:44,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.172.55.60,2,1,0:01:34,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,75.188.45.72,2,1,0:03:29,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,76.106.2.217,2,1,0:03:00,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,76.108.73.56,2,1,0:07:16,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,76.167.213.176,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,76.234.140.218,2,1,0:09:18,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,96.252.109.126,2,1,0:00:40,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,96.29.3.249,2,1,0:03:28,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.222.57.206,2,1,0:04:25,0,0.00%,50.00%,$0.00 
/create-my-menoplan/,98.40.10.88,2,1,0:05:55,0,0.00%,50.00%,$0.00 
/dealing-with-bladder-control/,70.162.176.142,2,1,0:08:19,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,73.11.8.10,2,2,0:02:03,1,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,71.214.48.85,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/dry-eyes/,107.77.194.211,2,1,0:00:48,0,0.00%,0.00%,$0.00 
/dry-eyes/,174.199.238.114,2,1,0:00:38,0,0.00%,0.00%,$0.00 
/dry-hair-skin/,172.58.139.108,2,1,0:00:34,0,0.00%,0.00%,$0.00 
/exercise/,172.79.21.112,2,1,0:00:54,0,0.00%,50.00%,$0.00 
/exercise/,68.37.167.213,2,1,0:03:02,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,107.207.246.122,2,1,0:01:00,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,135.129.115.46,2,1,0:04:28,0,0.00%,50.00%,$0.00 
/heavy-irregular-periods/,24.8.149.174,2,1,0:02:15,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,75.109.23.142,2,1,0:02:17,0,0.00%,50.00%,$0.00 
/herbal-remedies-and-supplements/,174.199.238.114,2,1,0:01:12,0,0.00%,50.00%,$0.00 
/herbal-remedies-and-supplements/,70.175.75.192,2,1,0:01:02,0,0.00%,0.00%,$0.00 
/herbal-remedies-and-supplements/,99.107.148.72,2,1,0:03:08,0,0.00%,0.00%,$0.00 
/hormone-therapy/,108.234.124.199,2,1,0:01:18,0,0.00%,0.00%,$0.00 
/hormone-therapy/,73.11.8.10,2,1,0:07:35,0,0.00%,0.00%,$0.00 
/hot-flashes/,147.92.18.9,2,1,0:00:48,0,0.00%,0.00%,$0.00 
/hot-flashes/,24.118.105.76,2,1,0:00:24,0,0.00%,0.00%,$0.00 
/hot-flashes/,68.15.240.108,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.162.176.142,2,1,0:00:37,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.170.52.38,2,1,0:01:17,0,0.00%,50.00%,$0.00 
/hot-flashes/,73.182.217.127,2,1,0:00:46,0,0.00%,0.00%,$0.00 
/hot-flashes/,73.90.207.79,2,1,0:01:27,0,0.00%,0.00%,$0.00 
/hot-flashes/,75.97.179.218,2,1,0:01:10,0,0.00%,50.00%,$0.00 
/hot-flashes/,76.25.77.216,2,1,0:00:45,0,0.00%,0.00%,$0.00 
/hot-flashes/,97.102.31.226,2,1,0:01:08,0,0.00%,0.00%,$0.00 
/hot-flashes/,99.108.235.167,2,1,0:00:36,0,0.00%,0.00%,$0.00 
/hot-flashes/,99.196.242.50,2,1,0:01:21,0,0.00%,0.00%,$0.00 
/hot-flashes/,99.44.25.230,2,1,0:01:10,0,0.00%,0.00%,$0.00 
/low-sex-drive/,172.58.111.155,2,1,0:00:56,0,0.00%,50.00%,$0.00 
/low-sex-drive/,172.58.139.108,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/low-sex-drive/,172.58.205.22,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/low-sex-drive/,70.94.244.118,2,1,0:01:18,0,0.00%,0.00%,$0.00 
/low-sex-drive/,71.182.170.133,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/low-sex-drive/,71.213.45.87,2,1,0:00:32,0,0.00%,0.00%,$0.00 
/low-sex-drive/,73.50.147.172,2,1,0:01:05,0,0.00%,0.00%,$0.00 
/low-sex-drive/,99.108.235.167,2,1,0:00:48,0,0.00%,0.00%,$0.00 
/meditation-mindfulness-mindfulness-based-stress-reduction/,70.162.176.142,2,1,0:00:44,0,0.00%,50.00%,$0.00 
/mood-depression-anxiety/,151.197.230.4,2,1,0:00:40,0,0.00%,50.00%,$0.00 
/mood-depression-anxiety/,172.58.139.108,2,1,0:01:33,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,174.210.235.168,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,24.169.87.10,2,1,0:01:11,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,70.162.176.142,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,70.18.238.174,2,1,0:00:04,0,0.00%,50.00%,$0.00 
/mood-depression-anxiety/,71.213.45.87,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,71.214.48.85,2,1,0:00:27,0,0.00%,0.00%,$0.00 
/our-story/,162.218.220.231,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/our-story/,174.199.238.114,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/our-team/,104.62.180.181,2,1,0:00:56,0,0.00%,0.00%,$0.00 
/our-team/,162.218.220.231,2,1,0:02:45,0,0.00%,0.00%,$0.00 
/our-team/,24.60.157.158,2,1,0:00:01,0,0.00%,50.00%,$0.00 
/our-team/,65.184.42.10,2,1,0:04:00,0,0.00%,0.00%,$0.00 
/our-team/,71.12.154.101,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/paced-breathing/,131.95.1.143,2,1,0:02:19,1,0.00%,50.00%,$0.00 
/pain-with-sex/,73.254.223.191,2,1,0:00:40,0,0.00%,0.00%,$0.00 
/pelvic-floor-physical-therapy/,172.58.139.108,2,1,0:00:20,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,107.77.204.226,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,24.60.157.158,2,1,0:00:33,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,64.127.165.14,2,1,0:02:34,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,71.81.210.174,2,1,0:00:54,0,0.00%,0.00%,$0.00 
/questions-and-answers/,136.49.55.129,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/questions-and-answers/,147.92.18.9,2,1,0:00:39,0,0.00%,0.00%,$0.00 
/questions-and-answers/,162.218.220.231,2,1,0:01:47,0,0.00%,0.00%,$0.00 
/questions-and-answers/,174.86.0.207,2,1,0:01:15,0,0.00%,0.00%,$0.00 
/questions-and-answers/,184.62.130.147,2,1,0:01:20,0,0.00%,0.00%,$0.00 
/questions-and-answers/,23.117.99.64,2,1,0:01:04,0,0.00%,0.00%,$0.00 
/questions-and-answers/,24.8.149.174,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/questions-and-answers/,64.127.165.14,2,1,0:00:16,0,0.00%,50.00%,$0.00 
/questions-and-answers/,67.213.236.220,2,1,0:02:35,0,0.00%,0.00%,$0.00 
/questions-and-answers/,73.216.48.91,2,1,0:01:11,0,0.00%,0.00%,$0.00 
/questions-and-answers/,75.187.42.179,2,1,0:00:49,0,0.00%,0.00%,$0.00 
/questions-and-answers/,76.25.77.216,2,1,0:01:34,0,0.00%,0.00%,$0.00 
/questions-and-answers/,99.107.148.72,2,1,0:02:13,0,0.00%,0.00%,$0.00 
/questions-and-answers/?ae_live_scanner=true,54.201.37.197,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/sedatives/,73.182.217.127,2,1,0:00:28,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,140.186.252.50,2,1,0:00:41,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,162.229.22.2,2,1,0:00:53,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,23.123.210.55,2,1,0:00:52,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,68.162.81.218,2,1,0:01:03,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,69.68.68.154,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,70.18.238.174,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,71.214.48.85,2,1,0:01:00,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,73.16.205.220,2,1,0:00:24,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,75.58.42.195,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,96.41.202.198,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,71.81.210.174,2,1,0:02:11,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,107.204.168.21,2,1,0:01:59,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,198.243.17.69,2,1,0:01:34,0,0.00%,50.00%,$0.00 
/staying-healthy-in-midlife/,50.122.27.199,2,1,0:07:29,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,67.49.116.39,2,1,0:02:30,0,0.00%,50.00%,$0.00 
/staying-healthy-in-midlife/,71.205.194.161,2,2,0:00:20,0,0.00%,50.00%,$0.00 
/strategies-to-talk-with-your-doctor/,162.218.220.231,2,1,0:00:36,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,174.249.47.115,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,54.201.37.197,2,2,0:00:12,0,0.00%,50.00%,$0.00 
/strategies-to-talk-with-your-doctor/,71.81.210.174,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,72.188.247.175,2,1,0:00:40,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,107.204.168.21,2,1,0:00:44,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,107.77.194.211,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,107.77.204.226,2,1,0:00:28,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,108.195.7.70,2,1,0:00:20,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,108.207.5.63,2,1,0:00:23,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,108.52.130.168,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,136.56.102.125,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,151.197.230.4,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,162.229.22.2,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,172.58.19.143,2,1,0:00:27,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,172.58.205.22,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,172.58.44.170,2,1,0:00:27,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,174.248.57.86,2,1,0:00:34,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,174.250.36.12,2,1,0:00:28,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,184.96.246.213,2,1,0:00:45,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,23.242.78.23,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,24.0.99.105,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,24.169.2.9,2,1,0:00:12,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,24.8.149.174,2,1,0:00:24,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,35.137.169.48,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,47.26.135.230,2,1,0:00:38,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,64.68.238.54,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,67.43.240.171,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.162.81.218,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.7.141.51,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,69.14.171.213,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,69.68.68.154,2,1,0:00:04,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,70.18.238.174,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.213.45.87,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.223.238.5,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.47.70.149,2,1,0:00:48,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.188.247.175,2,1,0:01:03,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.193.21.23,2,1,0:05:31,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,72.74.219.122,2,2,0:06:09,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.182.217.127,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.37.13.59,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,73.50.147.172,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,97.121.167.37,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,98.192.129.75,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,99.89.44.176,2,1,0:00:55,0,0.00%,50.00%,$0.00 
/test/anxiety-assessment/,172.58.19.143,2,2,0:00:11,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,24.169.87.10,2,2,0:00:34,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,70.162.176.142,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/test/depression-assessment/,70.162.176.142,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,174.211.129.240,2,2,0:00:19,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,96.41.202.198,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/treatments/,162.222.31.52,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/treatments/,172.58.157.58,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/treatments/,24.118.105.76,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/treatments/,54.201.37.197,2,1,0:00:12,0,0.00%,0.00%,$0.00 
/treatments/,73.216.48.91,2,2,0:01:11,1,100.00%,50.00%,$0.00 
/treatments/,73.254.223.191,2,1,0:00:53,0,0.00%,50.00%,$0.00 
/treatments/,76.172.66.181,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/treatments/,96.61.82.208,2,1,0:00:12,0,0.00%,0.00%,$0.00 
/treatments/,98.21.145.218,2,1,0:00:27,0,0.00%,50.00%,$0.00 
/treatments/,99.108.235.167,2,1,0:00:12,0,0.00%,0.00%,$0.00 
/treatments/?ae_live_scanner=true,54.201.37.197,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,108.195.7.70,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,67.213.236.220,2,1,0:01:06,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,69.14.171.213,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,73.254.223.191,2,1,0:01:32,0,0.00%,0.00%,$0.00 
/vaginal-lubricants-and-moisturizers/,172.58.137.217,2,1,0:01:12,1,0.00%,0.00%,$0.00 
/vaginal-lubricants-and-moisturizers/,172.58.44.170,2,1,0:03:20,0,0.00%,50.00%,$0.00 
/weight-gain/,140.186.252.50,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/weight-gain/,172.58.207.135,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/weight-gain/,174.199.238.114,2,1,0:00:38,0,0.00%,0.00%,$0.00 
/weight-gain/,174.246.134.42,2,1,0:03:26,0,0.00%,0.00%,$0.00 
/weight-gain/,209.107.179.56,2,1,0:00:58,0,0.00%,0.00%,$0.00 
/weight-gain/,99.185.57.102,2,1,0:01:47,0,0.00%,0.00%,$0.00 
/what-if-im-transgender-or-nonbinary/,50.122.27.199,2,1,0:03:52,0,0.00%,0.00%,$0.00 
/what-if-im-transgender-or-nonbinary/,76.9.91.238,2,1,0:04:27,0,0.00%,50.00%,$0.00 
/who-we-are/,140.186.252.50,2,1,0:00:16,0,0.00%,0.00%,$0.00 
/who-we-are/,70.162.176.142,2,1,0:02:07,0,0.00%,0.00%,$0.00 
/womens-stories/,162.218.220.231,2,1,0:05:14,0,0.00%,0.00%,$0.00 
/womens-stories/,23.123.210.55,2,1,0:00:41,0,0.00%,0.00%,$0.00 
/womens-stories/,47.208.0.36,2,1,0:10:58,0,0.00%,50.00%,$0.00 
/womens-stories/,66.220.238.147,2,1,0:01:22,0,0.00%,50.00%,$0.00 
/womens-stories/,68.231.177.192,2,1,0:10:54,0,0.00%,50.00%,$0.00 
/womens-stories/,71.214.48.85,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/womens-stories/,73.11.8.10,2,1,0:00:05,0,0.00%,50.00%,$0.00 
/,1.127.30.239,1,1,0:00:13,1,0.00%,0.00%,$0.00 
/,100.1.210.47,1,1,0:00:57,1,0.00%,0.00%,$0.00 
/,100.2.7.49,1,1,0:00:44,1,0.00%,0.00%,$0.00 
/,100.35.149.7,1,1,0:00:15,1,0.00%,0.00%,$0.00 
/,104.12.147.162,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,104.4.139.57,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,104.57.157.1,1,1,0:00:28,1,0.00%,0.00%,$0.00 
/,104.7.29.81,1,1,0:00:48,1,0.00%,0.00%,$0.00 
/,107.10.231.221,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/,107.12.183.250,1,1,0:01:02,1,0.00%,0.00%,$0.00 
/,107.2.232.15,1,1,0:00:44,1,0.00%,0.00%,$0.00 
/,107.207.246.122,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,107.242.113.64,1,1,0:01:14,1,0.00%,0.00%,$0.00 
/,107.242.125.40,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,107.242.125.48,1,1,0:01:57,1,0.00%,0.00%,$0.00 
/,107.77.194.124,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,107.77.194.211,1,1,0:00:19,1,0.00%,0.00%,$0.00 
/,107.77.196.108,1,1,0:02:06,1,0.00%,0.00%,$0.00 
/,107.77.207.135,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,107.77.208.231,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,107.77.209.100,1,1,0:00:44,1,0.00%,0.00%,$0.00 
/,108.16.85.117,1,1,0:00:19,1,0.00%,0.00%,$0.00 
/,108.195.7.70,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,108.202.117.72,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,108.207.5.63,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,108.213.221.15,1,1,0:01:56,1,0.00%,0.00%,$0.00 
/,108.215.130.45,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,108.234.124.199,1,1,0:01:18,1,0.00%,0.00%,$0.00 
/,108.236.37.235,1,1,0:00:48,1,0.00%,0.00%,$0.00 
/,108.28.65.24,1,1,0:01:17,1,0.00%,0.00%,$0.00 
/,108.52.130.168,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,109.76.206.200,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,128.119.226.22,1,1,0:00:51,1,0.00%,0.00%,$0.00 
/,136.56.102.125,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,137.83.68.106,1,1,0:00:36,1,0.00%,0.00%,$0.00 
/,138.122.154.148,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,141.156.128.117,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,142.105.11.32,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,148.76.109.230,1,1,0:00:49,1,0.00%,0.00%,$0.00 
/,148.76.225.100,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,150.135.165.103,1,1,0:01:04,1,0.00%,0.00%,$0.00 
/,151.197.230.4,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,162.192.207.20,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,162.222.31.52,1,1,0:00:29,1,0.00%,0.00%,$0.00 
/,162.229.22.2,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/,162.232.184.211,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,166.137.83.5,1,1,0:01:04,1,0.00%,0.00%,$0.00 
/,166.181.82.19,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,169.1.114.40,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.14.95.125,1,1,0:00:39,1,0.00%,0.00%,$0.00 
/,172.221.114.222,1,1,0:00:31,1,0.00%,0.00%,$0.00 
/,172.56.30.218,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.56.30.64,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.56.31.94,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.56.42.176,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.56.42.201,1,1,0:01:12,1,0.00%,0.00%,$0.00 
/,172.56.42.87,1,1,0:00:15,1,0.00%,0.00%,$0.00 
/,172.56.42.95,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,172.58.111.155,1,1,0:01:49,1,0.00%,0.00%,$0.00 
