,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,depression-assessment-results
hormone-therapy,-0.00942720592934937,-0.009427205929349371,0.007612583226380433,-0.01636798370027042,0.030649610581240137,-0.02323256365397113,0.057460822166704395,0.06795631314861345,0.05157812205192496,0.11436301438718346,0.23833552062203392,-0.013348213257771236,-0.0232325636539711,0.03468832808647637,0.2650630576901533,0.19594262303814475,0.08579766730034613,-0.026892486137324517,0.25043654346283806,0.06045762371898345,0.009124093138746249,0.045035009225543425,-0.027006517615400696,-0.009427205929349371,0.2875435996157358,0.04500392406693611,0.014366622099494825,-0.003829202343403387,1.0,0.18417644186193646,0.006878611203577148,0.26925163774505967,0.02882277764835286,-0.021182452360565387,0.14052702290820263,-0.027006517615400696,9.934556283965115e-05,-0.013348213257771236,0.1484189575396044,0.06975664081004887,0.01269014645867764,-0.0163679837002704,-0.009802822927680685,-0.009427205929349371,0.19640976703828023,0.13351098449586604,0.15363397892958836,0.06800202992251156,-0.015589143104329531,0.08382598931195921,0.019920607535927847,-0.00942720592934937,-0.009427205929349368,0.08087900859007197,0.19640976703828025,0.1298309711999805,0.15768227895707793,0.0865933673335051,-0.03641941554171892,0.057627449742116,0.3338605443607699,0.20792226410842782,0.0862026218835012,0.1405270229082027,-0.018923098468175182,0.024121546578501445,0.026681149212454177,-0.03287456680757919,0.10426266897206074,0.10673038804739256,-0.02118245236056541,0.03935056841700945,0.057088346020994954,0.05708834602099493
hot-flashes,-0.019535247405563484,-0.01953524740556349,0.11226684526029096,0.0095263709313513,-0.019530069014240353,0.1676832221694905,0.021414041153453425,0.2216510002435747,0.18863214630403424,0.11751387692140557,0.26449171936631644,0.025483459404932927,0.044353958190157694,0.2780867243997861,0.0506435312291106,0.10907369331680217,0.1159186759824669,-0.05572715542446816,0.11790145583321422,0.08166420873617787,-0.009834478359554482,0.17268479768987113,-0.0364139307760321,0.05553074956951838,0.3987398689045256,0.16224572462514444,0.09462584210327328,0.05259822160240791,0.18417644186193646,1.0,0.2500130539248393,0.15543030035001495,0.20674235838209093,-0.010160811938709255,-0.027660438349072988,0.002685115205994609,-0.02827224903695976,0.025483459404932927,0.19902270915162668,0.09840595916320781,0.0817498443972144,0.009526370931351323,0.05224634692663159,-0.019535247405563484,0.10511549953468244,0.17073173174113854,0.2973317974637029,0.17688062421722842,-0.06348138873410517,0.0279632722822459,0.42838834174844215,-0.019535247405563477,-0.019535247405563477,0.07588810484604218,0.2309025015730136,0.08497816061449917,0.019264314884047774,-0.019967497547694477,0.01610889118188442,0.11941677062119788,-0.01731067379950875,0.28072874049476365,0.022234638197007987,0.2380590504209567,-0.0015430974216388833,0.10009105359339526,-0.07147887950279458,-0.015769292677376666,0.10713525272776588,0.05182370334198221,0.09104087497083471,0.05754278799178861,0.0649941501081732,0.09164688953000313
low-sex-drive,-0.014137934396655437,-0.014137934396655429,0.013774876079082558,-0.024546984705140502,-0.016479523582796182,-0.0348417615216595,0.06893564706193596,0.33733337403320235,0.19238168189731458,0.009549317812529837,0.015279357239595833,0.08129362424862083,0.023936006899026228,0.1709233025991583,0.04325257877946702,-0.020657055192266054,0.015632291645636887,-0.04033052928108674,0.13134243090698114,-0.0355978393724008,0.06086545250623348,0.2300396298813794,0.0340356636696652,-0.014137934396655432,0.15113867468814976,0.18074202498971959,0.043869012507787186,0.007934230134831926,0.006878611203577148,0.2500130539248393,1.0,0.014792261649900836,0.2518672726915705,-0.031767219691425694,-0.02001824981497571,0.10857286906761267,0.12833322085260762,0.08129362424862083,0.30797294591570373,0.11764624128081135,0.11299934982343655,0.14109526980922205,0.06284517255082005,0.2720690302185642,0.014792261649900858,0.22186287166505514,-0.043572126426880665,-0.019908165824277436,-0.048694013535065334,-0.0720540929976785,0.4708909665580732,-0.014137934396655429,-0.014137934396655427,0.06690073046654876,0.0627515474679387,0.095288981018294,0.36906497435985136,0.012925956904552902,0.20725399568176428,0.12577336589102184,0.02393600689902623,0.2720690302185642,0.03403566366966519,0.18260549831221748,-0.02837887776394161,0.2877118094709254,-0.05173027442023325,-0.016033114230825155,0.050234265427350135,0.06867870599682024,0.16116052916625717,0.13781128344310434,-0.03011867129896913,-0.030118671298969113
meditation-mindfulness-mindfulness-based-stress-reduction,-0.005666569295026803,-0.005666569295026802,0.1319117862986558,-0.009838579378932998,0.04732885039360267,0.12402061687129788,0.26925163774505984,-0.02949166042564104,-0.02997439648920785,0.3063761878246036,0.3191147303686617,0.22981410670566177,0.12402061687129788,0.08351260094319946,0.20374976340769424,0.28654189494076016,0.040034210505121716,-0.016164719149527943,0.20039177233378072,0.05079974109371292,-0.019526775708188143,0.040224552150935844,0.15874865275990346,-0.005666569295026804,0.2667716597606618,-0.032982292111368355,0.05297918228985256,0.06793349927932957,0.26925163774505967,0.15543030035001495,0.014792261649900836,1.0,0.2293293418169869,-0.012732493067331561,-0.008023435146831086,0.07125769539554758,0.03900262759824875,0.22981410670566177,-0.018726859980093418,-0.01161132863628043,0.11792649112125567,-0.009838579378932998,0.04822951819604098,-0.005666569295026803,0.0992946283233857,0.1987728790301003,0.17078402631081374,0.058759337974741005,0.0655618689053925,0.09341703612850037,0.1443800945797129,-0.0056665692950268005,-0.005666569295026801,0.3952081570436209,0.5496473141616934,0.31143094885945183,-0.019895665677231795,0.0015530748893817388,0.04641599336164786,-0.015102168552352645,0.12402061687129769,-0.005666569295026803,-0.016233261968808182,-0.008023435146831088,-0.011374425206168236,0.23126584778369697,-0.020733805691045673,-0.019760469035600258,0.5717905471854917,0.07417908360396681,0.13823849615959996,0.304111392319976,0.34576926573050903,0.3457692657305088
mood-depression-anxiety,0.37821360715526414,0.1818925978126316,0.11679962648136949,0.08856944059854593,0.08250332596091736,0.004760446154842715,0.11395767248156588,0.25961942598164905,0.29019958377798794,0.15073140537518892,0.09119442563758162,0.1880522738102301,0.08539657490013804,0.10136054547819749,0.12524749751732436,0.05333619387512013,0.269532835335004,-0.041159157863112104,0.04823220254314612,0.03971934773621445,0.04424060712503352,0.14195584350612983,0.11205062750122757,-0.0144284115300007,0.03793894198769071,0.18665583606135094,0.056147036236096196,0.0674324954475632,0.02882277764835286,0.20674235838209093,0.2518672726915705,0.2293293418169869,1.0,-0.03241990703962118,-0.020429543548395438,0.086486575597429,0.08600996767360874,0.3270401520493138,0.1550673570533401,0.05089084921549823,0.09515872723417579,0.14537982367180202,0.10431984835738227,0.18189259781263165,-0.0009512451095070406,0.3181265033514151,0.03803913968075006,0.08578802359836582,0.011624929663738426,0.0336674404943706,0.541820657995268,-0.014428411530000696,-0.014428411530000705,0.6088218799090973,0.393815475335911,0.2669020819936848,-0.050659020848178346,0.059831017011672864,0.16380596271410244,0.11103830699278214,0.08539657490013801,0.18189259781263167,0.035358471789832105,-0.02042954354839544,0.06955615487591672,0.28371502313700436,0.057719591818262375,0.04096667762496826,0.3653068278050707,0.10301078550024818,0.09991709054834075,0.3304781735529829,0.5617569809957524,0.422346517779584
omega-3-fatty-acids,-0.0054274134085486305,-0.005427413408548629,-0.032736102234202945,-0.009423345036855922,-0.004503114259891095,-0.013375408200001512,-0.02118245236056538,-0.028246973592110678,-0.028709335922434933,-0.01382082219009748,0.09260222830913463,0.31123474149312064,0.1716510719000194,-0.018222112930774997,-0.03995715323233464,-0.028627941369689085,0.0648662452174117,-0.01548249194350596,0.07732604757603846,-0.013665659020941181,0.06753736129222954,-0.018170482065931626,-0.01554814193330631,-0.005427413408548628,-0.026128118617899293,-0.03159028419665019,0.07854312278276711,0.016631318387054363,-0.021182452360565387,-0.010160811938709255,-0.031767219691425694,-0.012732493067331561,-0.03241990703962118,1.0,-0.007684808431928899,-0.015548141933306303,0.1472200383166215,-0.0076848084319288985,0.16815467227207517,0.2657984948330946,0.10344152415062347,-0.00942334503685592,-0.0386312701695834,-0.00542741340854863,-0.012732493067331556,-0.036654338489317186,-0.016726909078328515,-0.020802952980733997,-0.0262986976778001,-0.02766085479707165,-0.03773058634729227,-0.005427413408548628,-0.005427413408548628,-0.01458793569739692,-0.012732493067331563,-0.017300271428032695,-0.019055974972966048,0.2579144392138897,0.16222082846640432,0.15704624779396628,-0.013375408200001493,-0.005427413408548632,-0.015548141933306303,-0.0076848084319289,0.44122202322191145,-0.03622750901912659,-0.0198587415345974,-0.01892648426573591,-0.012600190862836654,0.015742254748229354,-0.012195121951219513,-0.01735264020984513,-0.011562260502097431,-0.011562260502097433
ospemifene,-0.00342010785069744,-0.003420107850697437,-0.020628795307186944,-0.005938161314488876,0.028565744874541325,-0.00842857087670073,-0.01334821325777123,-0.017799951628644266,-0.018091311235288208,-0.008709250414017402,0.3475092975222488,-0.004842615012106537,-0.008428570876700726,-0.011482742662034395,-0.05660580679007909,-0.018040020108577342,-0.017618854651696256,-0.009756358740047535,-0.01446592927578873,-0.008611473677103512,-0.011785557613668321,-0.011450207250983713,-0.009797728362851775,-0.003420107850697438,0.1388277453036837,-0.019906753153638723,-0.011819530957121184,-0.035302051885622486,0.14052702290820263,-0.027660438349072988,-0.02001824981497571,-0.008023435146831086,-0.020429543548395438,-0.007684808431928899,1.0,-0.009797728362851768,-0.014921264303099492,-0.004842615012106536,-0.011302761424454843,-0.007008119756132416,-0.01869622056675204,-0.0059381613144888715,-0.024343660680297707,-0.003420107850697438,-0.008023435146831084,-0.02309788869813743,-0.010540533537870258,0.3269074354935623,-0.016572237200374804,-0.01743060635466957,-0.019732206590799942,-0.003420107850697437,-0.0034201078506974373,-0.009192650282646988,-0.008023435146831083,-0.010901840283073963,0.19563366345380737,0.33009916928829425,-0.013212645395202696,-0.009115046960387167,0.28305950527586643,-0.003420107850697439,-0.009797728362851778,-0.004842615012106536,-0.006865134602506053,-0.022828920275793085,-0.012514071200190812,-0.011926605281511961,-0.007940064344904532,-0.020574917245441,-0.007684808431928899,-0.010934840695669409,-0.007286008073891504,-0.007286008073891499
our-story,-0.006919667908561198,-0.006919667908561202,0.03570332715459412,-0.012014271501803387,0.1011153248195955,-0.017052945098981653,0.029598052134050236,0.15139180521422996,0.044628134805817746,0.06547738237182033,-0.028194147416226965,0.1750230566636702,0.19740075841851482,0.13612940540287996,0.07333324934826864,-0.03649912624529229,0.01814756937687255,0.07334969158201855,-0.029267915208223166,-0.01742299969772038,0.1760669205106635,-0.02316641320093151,0.048165137614678874,-0.006919667908561201,0.02381393835408766,-0.0002890619012228233,0.2016354673941472,0.06892164990492951,-0.027006517615400696,0.002685115205994609,0.10857286906761267,0.07125769539554758,0.086486575597429,-0.015548141933306303,-0.009797728362851768,1.0,0.3659690247182827,0.1750230566636702,0.031053835245321293,-0.014179044490066068,0.0007435237600670639,0.1390742943542087,0.13427066731359338,0.2541405304598836,-0.016233261968808185,0.11115580883300968,-0.0213259332293396,-0.026522675777260658,0.038754833280093375,0.12312616070300497,0.008423668153137505,-0.006919667908561201,-0.006919667908561203,0.045190604343151614,-0.016233261968808196,0.1699772594673817,-0.024295370291691085,0.05143150267962436,0.13251001386027234,-0.018441844728363535,0.09017390665976648,-0.006919667908561198,-0.019823066841415417,-0.009797728362851778,-0.013889752508017219,0.23262045544441154,0.0481589421654255,0.1579436274783029,0.1354536479605259,0.18272986059384927,0.10176965629073201,0.22827643810570974,-0.014741276723230737,-0.014741276723230739
our-team,-0.01053817680277726,-0.010538176802777261,0.06804744250641456,0.20179631742654372,0.0354302013458243,-0.025970458819098024,0.12378457129823364,0.04752766801445967,0.06258690664935146,0.033689969196743975,-0.04293774126185556,0.11969448973573292,0.286427813932371,-0.035381098385138775,0.01503980941410731,0.12351407858000904,0.06325725032355517,0.03774049542720248,0.12474324482039058,0.15760679250626322,-0.03631414425332455,0.03172854378366029,0.11837015732655222,-0.010538176802777256,-0.05073185195099952,-0.03221271744997677,0.16893188343824914,0.1876698629920107,9.934556283965115e-05,-0.02827224903695976,0.12833322085260762,0.03900262759824875,0.08600996767360874,0.1472200383166215,-0.014921264303099492,0.3659690247182827,1.0,0.1196944897357329,0.08299692735821089,0.21218163754947167,-0.029514568027673545,0.09174970542652314,0.1589153455389794,0.17960718724733415,-0.024722137965819097,0.06299552433101112,0.0207961416529525,0.005158787087234021,0.0542346765368604,0.10780498833299396,0.05025846253298388,0.1796071872473341,0.17960718724733413,0.01813681031962328,-0.024722137965819086,0.10627850640255403,-0.037000172697018746,0.28751319585320356,0.07527406719638904,0.1167037553936602,0.0521291093687692,-0.010538176802777261,-0.03018916310848562,-0.014921264303099499,0.16968492873370863,0.18349932243555886,0.014959294140875322,0.05166128077953311,0.08589431014839426,0.18172287773117954,0.1472200383166214,0.14868814584532494,-0.02244994737621325,-0.02244994737621325
paced-breathing,-0.0034201078506974373,0.7062522711690209,0.049542926434473535,-0.005938161314488876,-0.010688507188156159,-0.008428570876700731,0.14052702290820274,-0.017799951628644263,-0.01809131123528821,0.21718693219955912,-0.01393520992570422,0.49757869249394704,0.28305950527586654,0.2051235393717963,0.10052736924927094,0.11564941462462987,0.2748541325664616,-0.009756358740047537,-0.014465929275788733,0.26629326293812383,-0.011785557613668323,-0.011450207250983717,0.3598438416901923,-0.0034201078506974378,-0.016464746073752222,-0.019906753153638733,0.14146501114304413,0.0791538194622943,-0.013348213257771236,0.025483459404932927,0.08129362424862083,0.22981410670566177,0.3270401520493138,-0.0076848084319288985,-0.004842615012106536,0.1750230566636702,0.1196944897357329,1.0,-0.011302761424454846,-0.007008119756132414,-0.018696220566752037,-0.005938161314488875,0.1627418797331015,-0.0034201078506974373,-0.008023435146831086,0.2630401354728189,0.18829225819922785,-0.013109070094979957,-0.016572237200374804,0.06868488932613842,0.10158432281930349,-0.0034201078506974378,-0.0034201078506974386,-0.009192650282646984,-0.008023435146831084,0.16310830269676024,-0.012008204406371806,0.29518806958017973,0.13108335036819516,0.26108098793680357,0.28305950527586643,-0.0034201078506974378,0.1750230566636703,-0.004842615012106539,0.34926372290249563,0.16665111801328947,0.18722975757208582,0.1530581011127367,0.40395077354701836,0.1318999159127378,0.3112347414931208,0.2159631037394705,-0.0072860080738915015,-0.0072860080738915015
pain-with-sex,-0.007982600926502834,-0.007982600926502834,-0.04814802565311134,-0.01385978866166336,-0.04785224669770285,-0.019672454971186297,0.013738489509861266,0.21856128616711956,0.2798990887253536,-0.02032756669059523,0.020201112685396733,-0.011302761424454848,-0.019672454971186287,0.16278533819987992,-0.04043109533540455,-0.04210577195789105,0.12953670426775765,-0.022771538710896416,0.15060419190033192,-0.020099353808209066,-0.02750772994104158,0.3381066094178874,-0.022868096247600656,-0.007982600926502834,0.09749188092115467,0.14382059717785584,0.10657643415448968,-0.015610123497228828,0.1484189575396044,0.19902270915162668,0.30797294591570373,-0.018726859980093418,0.1550673570533401,0.16815467227207517,-0.011302761424454843,0.031053835245321293,0.08299692735821089,-0.011302761424454846,1.0,0.23820017138743893,0.20108565909163326,0.10596963414230103,-0.002235916995876426,0.19906611060466425,-0.018726859980093425,0.00870017961628175,-0.02460181855612509,-0.030596834852572904,-0.010015340817619641,-0.04068338792530106,0.2960905387618441,-0.007982600926502834,-0.007982600926502836,0.029136044272009897,0.189442253191481,0.02532278352261644,-0.028027392060280088,0.026923820719077188,0.30595119211953153,0.21521642569815064,-0.01967245497118629,0.6131635336669988,-0.022868096247600635,-0.011302761424454844,-0.016023363072411926,0.1402013196112254,-0.029208095392838227,-0.027836938051768293,-0.018532270841459555,0.040947563280636354,-0.017936498375688028,0.040675909733931814,-0.017005690270642502,-0.01700569027064251
pelvic-floor-physical-therapy,-0.004949500494393009,-0.004949500494393004,-0.0298535125290955,-0.008593568871184763,-0.026829726902226226,-0.012197631636894054,-0.0193172236089366,0.0479662928423668,0.10164514267499608,0.37969021402003006,-0.020166711527146237,-0.007008119756132414,0.24090322482865736,0.10876947036843977,-0.002328789812601971,-0.02610709730339506,0.05915442377529365,0.20561049081054553,0.20769481829343955,-0.012462324313423189,-0.017055784724348173,0.12820313694892366,-0.014179044490066071,-0.004949500494393005,0.06606687454639376,0.06557744812252962,0.20472487218466673,0.015166841436747253,0.06975664081004887,0.09840595916320781,0.11764624128081135,-0.01161132863628043,0.05089084921549823,0.2657984948330946,-0.007008119756132416,-0.014179044490066068,0.21218163754947167,-0.007008119756132414,0.23820017138743893,1.0,0.0336381033912565,-0.008593568871184757,-0.03522957925081179,-0.004949500494393005,-0.01161132863628042,-0.033426727027790315,-0.015254014854009996,-0.018971141188692215,-0.023982956034479034,-0.025225167900016346,0.04167059311057925,-0.004949500494393002,-0.004949500494393003,-0.013303389572777657,0.12606585376533036,-0.015776889567931246,-0.01737799398167793,0.22509918074909618,-0.019121032952940212,0.37783033029391466,-0.012197631636894041,0.40585904054022653,-0.01417904449006607,-0.007008119756132416,0.2992937741583956,-0.0056163719716140785,-0.01811007263399107,-0.017259905627021642,-0.011490676351800783,-0.007709738411652298,-0.011121275934439085,-0.01582464699710793,-0.010544141336514741,-0.01054414133651474
physical-aches-pains,-0.013204248237545598,-0.013204248237545587,-0.07964302471399123,-0.022925872368355787,0.08570981936669293,0.02828994849007554,0.14113918988187807,0.2236491305344307,0.206652018540678,-0.033624408775934214,0.021629308984493147,-0.01869622056675204,-0.03254076976578633,0.09127863152304584,0.15036983765776601,-0.013848998276249838,0.05405018168354153,0.015143173219285721,0.04305902363569588,0.05280799025015295,0.2380279363407903,0.13846793519053743,0.07788411386702584,-0.013204248237545593,-0.031158562046973988,0.0365691703215471,0.05033448111858464,0.11052709367195973,0.01269014645867764,0.0817498443972144,0.11299934982343655,0.11792649112125567,0.09515872723417579,0.10344152415062347,-0.01869622056675204,0.0007435237600670639,-0.029514568027673545,-0.018696220566752037,0.20108565909163326,0.0336381033912565,1.0,-0.022925872368355783,0.010129209280333342,-0.013204248237545596,-0.030976634077490066,0.04518135754736391,0.042294357463215776,0.12678422169347991,0.10004843022131872,0.004590301637868603,0.23817840392576647,-0.013204248237545589,-0.013204248237545593,-0.03549070426777969,0.06829211605500711,0.06685316555144291,-0.003028077447553643,0.06502622781982734,0.1296680219529195,0.02119618120854921,-0.032540769765786313,0.13489745496735764,0.0778841138670257,-0.018696220566752044,-0.02650470260964675,0.16888993226067872,-0.04831394499911562,0.05724622231450123,-0.030654758624300255,0.07966503810557286,-0.029669274368783482,0.09983726341776429,-0.028129598091126334,0.02445501095309631
publications,-0.004193839914925783,-0.0041938399149257875,-0.02529565409420413,-0.007281553398058249,0.06711801805558854,-0.010335369091147321,-0.016367983700270393,0.2905227699478704,-0.02218411421044076,-0.010679546847606506,-0.017087776807205267,-0.005938161314488876,-0.010335369091147309,-0.014080487110674233,0.0590425528387752,-0.022121219476159883,-0.02160477362679998,-0.0119635428163479,-0.01773856096114767,-0.010559650049048816,-0.014451807983125581,-0.014040591203448659,-0.01201427150180339,-0.004193839914925786,-0.020189570705829874,-0.02441026411938447,-0.014493467126648492,0.2062213472894257,-0.0163679837002704,0.009526370931351323,0.14109526980922205,-0.009838579378932998,0.14537982367180202,-0.00942334503685592,-0.0059381613144888715,0.1390742943542087,0.09174970542652314,-0.005938161314488875,0.10596963414230103,-0.008593568871184757,-0.022925872368355783,1.0,0.021129056601785372,0.5759540149831419,-0.009838579378933,0.2055907477443896,-0.012925121722907003,-0.016074739105281653,-0.020321379583505505,-0.021373937858908558,0.0832429964634432,-0.0041938399149257875,-0.00419383991492579,0.1304854864267776,-0.009838579378932996,0.4133848566348377,-0.01472482422908392,0.0052264862630643375,0.10175833627192045,-0.011177146873043576,-0.010335369091147325,-0.004193839914925785,-0.01201427150180338,-0.005938161314488875,-0.008418236141721928,0.049455208101415696,-0.015345133425216765,-0.01462476490879363,-0.009736347574521438,0.09941658758530623,-0.00942334503685593,0.35756354964850223,-0.008934323949616562,-0.008934323949616577
questions-and-answers,0.0708936262358696,-0.017192765644028257,0.3317946308761835,-0.029850934617638703,0.2605351967791228,-0.006189876221044098,0.028395970640276918,0.05279648107976095,0.032395229309512504,0.040335369986797,-0.07005182553062238,0.16274187973310153,0.06617064861651371,-0.003951879601776106,0.0762644826436942,0.00887672740589337,0.0021868983226711537,-0.04904488299177416,0.005717405957296613,-0.04328958478603735,-0.02551867946643362,0.08213211477442053,0.06544934956743295,0.07089362623586959,0.032884143679731206,0.06183697983446658,0.03571401202193307,0.17296632015749183,-0.009802822927680685,0.05224634692663159,0.06284517255082005,0.04822951819604098,0.10431984835738227,-0.0386312701695834,-0.024343660680297707,0.13427066731359338,0.1589153455389794,0.1627418797331015,-0.002235916995876426,-0.03522957925081179,0.010129209280333342,0.021129056601785372,1.0,-0.017192765644028253,-0.010812517353684709,0.07034775030875778,-0.003627610642000277,-0.0025932417331293793,-0.010138019319350608,0.06202126361448537,0.12291421262854135,-0.017192765644028257,-0.017192765644028263,-0.02468743270043538,-0.010812517353684693,0.0747883848089681,-0.008818730956858612,0.04309241366857268,0.07686365302727707,-0.04582103052460497,0.10235091103529258,-0.017192765644028257,-0.02631240742744771,0.0380181861241686,0.009692847517598855,0.07338985914599322,-0.03811508310430813,0.021958694728662676,0.16458543956197996,0.09528913053262164,0.11970924459957323,0.08584676001845819,0.02592494020307192,0.02592494020307193
science,-0.0024154589371980658,-0.002415458937198065,-0.014569133537181625,-0.004193839914925788,0.07562143153992237,-0.005952697324378957,-0.009427205929349371,0.34722676785542816,-0.01277702964834793,-0.0061509278850795275,-0.009841773659245698,-0.0034201078506974373,-0.005952697324378954,-0.008109713084311205,0.015509851620048122,-0.01274080517361756,-0.012443356113157349,-0.006890450518498302,-0.010216595405596222,-0.006081872842566597,-0.0083235768316466,-0.008086734876363246,-0.006919667908561202,-0.0024154589371980653,-0.011628264308808724,-0.014059189626358421,-0.008347570582619392,0.02895765840424946,-0.009427205929349371,-0.019535247405563484,0.2720690302185642,-0.005666569295026803,0.18189259781263165,-0.00542741340854863,-0.003420107850697438,0.2541405304598836,0.17960718724733415,-0.0034201078506974373,0.19906611060466425,-0.004949500494393005,-0.013204248237545596,0.5759540149831419,-0.017192765644028253,1.0,-0.005666569295026803,0.08472987836700824,-0.007444275750454106,-0.009258310527493485,-0.011704180161116446,-0.012310405325838556,0.028904121493185667,-0.0024154589371980636,-0.002415458937198064,0.23844557969395644,-0.0056665692950268005,0.2380906679120651,-0.008480821634661937,0.03588494035795167,0.19448728863847753,-0.006437522617585719,-0.005952697324378952,-0.0024154589371980658,-0.006919667908561202,-0.0034201078506974386,-0.004848516904900934,0.11769773058974226,-0.0088380912067056,-0.008423192067404267,-0.005607688476816993,0.093154615180374,-0.00542741340854863,0.31277162108561213,-0.0051457597499417,-0.005145759749941696
sedatives,-0.005666569295026802,-0.005666569295026801,0.032257554537838753,-0.009838579378933,-0.045582563576809364,-0.013964787958698422,0.12356789633150057,0.030799172464216273,0.02229188310331845,0.30637618782460385,0.062462379393865904,-0.008023435146831086,0.2620060217012941,-0.019025059978184482,0.11076960966435451,-0.029889415331766315,-0.02919161182665123,0.10362739597643791,0.20039177233378064,0.05079974109371291,0.044787604600526755,0.15861596451007315,0.07125769539554759,-0.005666569295026803,0.11974611022457306,0.018475043325540955,-0.019583064080737574,0.01375207288422042,0.19640976703828023,0.10511549953468244,0.014792261649900858,0.0992946283233857,-0.0009512451095070406,-0.012732493067331556,-0.008023435146831084,-0.016233261968808185,-0.024722137965819097,-0.008023435146831086,-0.018726859980093425,-0.01161132863628042,-0.030976634077490066,-0.009838579378933,-0.010812517353684709,-0.005666569295026803,1.0,0.4019520534081576,0.07666002774642097,0.05875933797474098,0.06556186890539245,-0.028879714639094747,0.0869509515280378,-0.005666569295026799,-0.005666569295026799,-0.015230744790970361,-0.013293543136190997,0.0643107886746096,0.17669245946684414,0.03460569433006985,-0.02189123091169917,-0.015102168552352638,0.12402061687129765,-0.005666569295026803,0.07125769539554745,-0.008023435146831086,-0.011374425206168255,0.0070244299560468714,-0.020733805691045687,-0.019760469035600265,-0.013155411110266038,0.03808961151059491,0.13823849615959988,-0.018117274436083637,-0.012071744938222254,-0.012071744938222264
sleep-problems-insomnia,0.08472987836700828,0.18577269308628533,0.10142687109843808,-0.028323331251968644,0.06359341187902108,-0.04020187264684286,0.06778493637512532,0.2052385425546463,0.14951191084208074,0.21576329182046977,0.08791992344308648,0.11997112338734074,0.20880972658360153,0.19195299407490027,0.12711919266837113,0.04719672874730095,0.061710677323343795,-0.01050511187411608,0.17843091421276283,0.11548895423906566,0.11788105040332096,0.1412333012811052,0.08484111364436214,-0.01631293635226883,0.09835163650107923,0.15268002080484916,0.052747117367624566,0.16840687026837514,0.13351098449586604,0.17073173174113854,0.22186287166505514,0.1987728790301003,0.3181265033514151,-0.036654338489317186,-0.02309788869813743,0.11115580883300968,0.06299552433101112,0.2630401354728189,0.00870017961628175,-0.033426727027790315,0.04518135754736391,0.2055907477443896,0.07034775030875778,0.08472987836700824,0.4019520534081576,1.0,0.0912732595393543,-0.01411512753709208,0.03286512206929591,-0.021833591506131907,0.41687562587679666,-0.01631293635226881,-0.016312936352268815,0.07960158298325458,0.06332009611139472,0.4682864433742437,0.12010799957731474,0.08329091868004361,0.08079302527040216,0.033464597815420244,0.12580586017345327,-0.016312936352268836,0.005897028078419775,-0.023097888698137437,0.06866618488759879,0.20136046960532594,0.025629752307994046,-0.009905608821778543,0.16738503721324877,0.18408435076586002,0.09956850156799611,0.36781701096629166,0.07287582931174315,0.07287582931174323
