,Pageviews,Unique Pageviews,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,hotflash_symp,nightsweat_symp,sleep_symp,moody_symp,anxiety_symp,periods_symp,vagpain_symp,brainfog_symp,dryhair_symp,dryskin_symp,aches_symp,weightgain_symp,sexdrive_symp,depression_symp,uinfect_symp,dryeye_symp,sexpain_symp,vagdry_symp,bladder_symp,other_symp,none_symp
soy-foods-and-supplements,0.2504906503996275,0.2861523372479541,-0.007444275750454105,0.27340794574395083,-0.044901052063331094,-0.012925121722906996,0.03110710498172302,0.09701035303160839,0.03184199945341034,-0.03874373383908094,-0.03937791303724826,0.15983970207512105,0.3272717078613835,-0.010540533537870251,-0.018345797421450295,0.3178934151091797,0.1877172418123523,0.2252711109011377,0.2510152658530103,-0.02123588727368821,0.15607827524772908,0.25323936359689647,-0.025652682482255548,0.024565009263598087,0.05181673032583344,-0.007444275750454105,0.2714468377344932,-0.04332944054430587,0.21692226277168827,0.013752463004307226,0.15363397892958827,0.297331797463703,-0.04357212642688066,0.17078402631081377,0.038039139680750005,-0.016726909078328512,-0.010540533537870251,-0.02132593322933959,0.0207961416529525,0.18829225819922776,-0.02460181855612505,-0.015254014854009993,0.04229435746321576,-0.012925121722907012,-0.00362761064200029,-0.0074442757504541044,0.076660027746421,0.09127325953935425,1.0,0.4424308519697851,0.002810763572312024,0.13246084992516388,-0.030946791449318767,-0.007444275750454105,-0.007444275750454105,0.048616685729075716,0.07666002774642106,0.0451351959369742,-0.026137299983279988,0.22112317669606196,-0.028758910539852953,0.08708984868771451,-0.018345797421450295,-0.007444275750454105,0.05181673032583344,-0.010540533537870255,0.12599489248857176,-0.012196608985335691,0.05181006517466594,0.039332863154244044,-0.017282504248444856,0.2267542366555346,-0.016726909078328512,-0.02380099487484016,0.08385979376328626,0.10252855178510073,0.01727703082621708,0.08145159828408412,0.11276586944633989,0.051539737338206264,0.11085175302433531,0.07198346505610514,0.11491277565763944,0.022018101035118313,0.05617212056487494,0.07488771985733643,-0.016250243031319733,0.027506650299732132,0.11156691137998652,-0.027238379852857438,0.04208864839552095,0.004960344591212465,0.016039434668752846,0.0693931768505555,-0.01983999511524858,0.1496180757015294
ssris-and-snris,0.19468501173850108,0.21831494801494017,0.2308791187793688,-0.009258310527493489,-0.055842622835151325,-0.016074739105281663,0.024197046569834176,0.174449894736326,0.015934054981843148,-0.0481848780057465,-0.011613223851047728,0.05286212856414474,0.26803912460925206,-0.013109070094979955,-0.022816335006385954,0.11550549728009005,0.046155741903583805,0.13211543674652626,0.10075493614398823,-0.026410687257878533,0.014298407637351369,0.023199382776268523,-0.03190377522882954,0.0113176089614053,-0.02652267577726061,-0.009258310527493492,0.27071481056492713,-0.05388803813685696,0.12360854956925779,0.0077147589340274885,0.06800202992251166,0.17688062421722825,-0.01990816582427745,0.05875933797474098,0.08578802359836576,-0.020802952980734018,0.3269074354935626,-0.02652267577726066,0.005158787087234012,-0.013109070094979953,-0.030596834852572884,-0.01897114118869223,0.12678422169348008,-0.01607473910528165,-0.0025932417331293468,-0.009258310527493494,0.05875933797474105,-0.014115127537092074,0.4424308519697851,1.0,0.021629616513182716,0.12765241709509145,0.008160706977669983,-0.009258310527493492,-0.009258310527493492,0.09246934059837067,0.13923829922727413,0.029369649745924254,0.10801634148538214,0.23204999231200707,-0.03576693464023303,0.0667537177280684,0.07581677986496997,-0.00925831052749349,0.03601658812934829,-0.013109070094979969,-0.018584077092797045,0.002317440437707057,-0.033875878244863926,-0.032285594506197834,0.048193435973821405,0.150679664520587,-0.020802952980734004,0.04717637857289448,0.23606433901437401,0.09769614633460108,0.07698811718621076,0.02395648284802232,0.08399329935119823,0.10852773518595346,0.03666085173994655,-0.028047241344916127,0.0604880184740954,0.06526403765848209,0.13270418115568652,0.07471340525882665,0.04617331212147698,0.038967212797935996,0.17416129713333559,-0.033875878244863926,0.04091166205680102,-0.05627414228786623,0.02299148322229429,0.0918097615409867,-0.02467464153644771,0.12290477607579929
staying-healthy-in-midlife,0.13930846118694315,0.15423818903143877,-0.011704180161116453,-0.01170418016111645,0.12151629718847642,-0.020321379583505522,0.17451938052653512,0.028157215602500146,0.13486421476303692,-0.06091440674256124,0.0028614553262646205,0.014370031223237779,-0.012347945031294461,-0.01657223720037481,0.1421596007248178,-0.03929586279940909,0.090517345185853,-0.009449381811425172,-0.00310086836473021,0.016097732072779,-0.018610836665329998,-0.029469900883089963,-0.04033214612850951,-0.03918452118996964,0.18332342484179012,-0.011704180161116453,-0.05634511037859037,-0.02561061404464891,-0.040448408582737856,0.13285451277784913,-0.015589143104329553,-0.06348138873410517,-0.04869401353506543,0.06556186890539255,0.011624929663738407,-0.02629869767780012,-0.016572237200374818,0.038754833280093416,0.05423467653686046,-0.016572237200374804,-0.010015340817619652,-0.023982956034479048,0.10004843022131882,-0.02032137958350548,-0.010138019319350601,-0.011704180161116453,0.06556186890539263,0.03286512206929593,0.002810763572312024,0.021629616513182716,1.0,0.2771513898267956,-0.04578014571111741,-0.011704180161116452,-0.011704180161116452,0.0024513338394717326,0.019052167032336333,0.03074828394926095,-0.0410940806311202,-0.04458080144261599,0.06765383371525338,0.02164427006872168,-0.028843976958658687,-0.011704180161116453,-0.033529462500754996,-0.01657223720037482,-0.023493636962840216,0.08861536499512303,0.34777860767741964,0.18502725109457877,-0.027172226035114298,0.004131246062246908,-0.026298697677800114,0.051320023927966744,-0.02493393626016364,0.05515976435606365,0.01647207100134372,0.16637361968177133,0.14343195786440466,0.09724910682384909,0.05081368004215536,0.01125612358990433,0.13167388167388164,0.027320521004158074,0.02627236759575901,0.028573492407067382,0.1556863494592333,0.0322489316803487,0.12571537594164475,-0.042825241270155835,0.09260297273309445,0.05290715988681852,0.01818226276309495,0.04386344633065126,-0.03119321274609884,-0.02032137958350551
strategies-to-talk-with-your-doctor,0.21754802910605914,0.21205776432916715,-0.012310405325838571,0.10932812348899483,0.2384633140113851,0.0490243495335284,0.27775375069628544,0.11954604204472483,-0.02167146501544968,-0.06406950566902352,-0.027269399392907755,0.0460893942708086,0.10472116488769766,-0.017430606354669587,0.019623368432316376,0.0329218344132426,0.15984441266999896,0.14129686708121864,-0.013287510039010202,-0.035117234846784376,-0.024990489974723595,0.03968209226183594,-0.04242117428714818,-0.019780705688443524,-0.0035876810620218413,-0.012310405325838571,0.04720559014949859,-0.03438973781988033,0.08882213162593498,0.023336570830012556,0.08382598931195935,0.027963272282245967,-0.07205409299767847,0.09341703612850036,0.033667440494370565,-0.027660854797071647,-0.017430606354669587,0.12312616070300512,0.10780498833299386,0.06868488932613843,-0.04068338792530106,-0.025225167900016356,0.004590301637868583,-0.021373937858908593,0.062021263614485435,-0.01231040532583857,-0.02887971463909482,-0.021833591506131952,0.13246084992516388,0.12765241709509145,0.2771513898267956,1.0,-0.03290259173967359,-0.012310405325838571,-0.012310405325838571,0.05607807228179944,0.09341703612850032,0.02041070771319081,-0.04322257365299541,0.06919575287462336,-0.02282539033569191,0.013502976176979747,0.019623368432316362,-0.012310405325838571,0.05976923982049165,-0.017430606354669587,0.09737115364391846,-0.017216755194422353,0.19461059070229594,0.21157797313167745,0.07731810099220988,0.06968105937306063,-0.02766085479707167,0.03842196550766588,0.06015192036751062,0.1346950502801063,0.08948275308970954,0.15036531127583588,0.05944443576291757,0.08404546160002174,-0.021740585351544515,0.044594099238229705,0.14111844073666446,0.11316233467940218,0.0743212496322705,0.04801753598936399,0.09487554923090376,0.002107978151810375,0.12940848542434216,-0.010807116312844745,0.062361712171441826,-0.009588979188370426,0.10052371681948753,0.15659412750526555,-0.032808884264727674,-0.021373937858908582
symptoms-landing-page,0.6593109143741979,0.5430532980214965,0.08602417111067145,-0.028215928124300262,0.12068294691539468,0.01712654951161748,0.06031586098046435,-0.03434390332257945,0.08184609163637747,0.4425872668696867,0.37950437855487634,0.03724006192097645,0.1104966994897439,0.1015843228193033,0.036039898548385726,0.08832621682556185,0.05944622097952631,0.017955580137092527,0.09004965880797305,0.0009815862075808462,0.122254909947931,-0.021260109434919544,0.18708400424173252,0.3785849344850589,0.0009857484008990555,0.0003440966844426445,0.0641523600189119,0.39571433673366596,0.032033044460172834,0.18165648001318763,0.019920607535927785,0.42838834174844165,0.47089096655807233,0.14438009457971243,0.5418206579952678,-0.03773058634729231,-0.019732206590799883,0.008423668153137458,0.05025846253298383,0.10158432281930324,0.2960905387618437,0.04167059311057925,0.2381784039257662,0.08324299646344321,0.12291421262854112,0.028904121493185598,0.08695095152803775,0.416875625876796,-0.030946791449318767,0.008160706977669983,-0.04578014571111741,-0.03290259173967359,1.0,-0.028215928124300276,-0.028215928124300276,0.19632500843414266,0.2018092376313872,0.23219110530371234,0.07641511804514411,-0.027591398854409536,0.27426029071805347,0.033538336846143,0.01257863125806395,0.2002642703456432,0.03073742740985277,0.020706636545901165,-0.027973368502686738,0.387380855536977,-0.04697185314860799,-0.038637890243330725,0.2080003143833397,0.00513813554545988,0.1034498453538464,0.23851320311044025,0.13255887891971674,-0.0582044460038902,0.08638754512550999,0.06036247520803608,0.04133964697768789,0.15140972002506517,0.05104564014761296,-0.07586434054101289,0.11232675994040954,-0.026171812939685988,0.041314216745874495,0.08007396775002541,0.03777650548878193,0.0666295719815256,0.11305439699871028,0.03341296770364904,0.04428693337410364,0.027620087697235497,-0.013048475091144464,0.1366191784798742,0.0009170638981366923,-0.01593167396429536
tai-chi,0.036253789459646496,0.00940046237724155,-0.0024154589371980675,-0.0024154589371980658,-0.01456913353718163,-0.004193839914925786,-0.03527218714936309,-0.005952697324378959,-0.009427205929349371,-0.012571256264428739,-0.01277702964834792,-0.006150927885079529,-0.009841773659245696,-0.003420107850697441,-0.005952697324378961,-0.00810971308431121,0.07099768284694444,-0.012740805173617564,-0.01244335611315734,-0.006890450518498307,-0.010216595405596218,0.7705265055159373,-0.008323576831646607,-0.00808673487636325,0.5152007288283287,-0.0024154589371980675,-0.011628264308808742,-0.01405918962635842,-0.00834757058261939,0.02895765840424944,-0.009427205929349368,-0.019535247405563446,-0.01413793439665542,-0.005666569295026804,-0.014428411530000705,-0.005427413408548633,-0.0034201078506974373,-0.006919667908561192,0.17960718724733435,-0.00342010785069744,-0.007982600926502837,-0.004949500494393013,-0.0132042482375456,-0.004193839914925786,-0.017192765644028257,-0.0024154589371980653,-0.005666569295026813,-0.016312936352268832,-0.007444275750454105,-0.009258310527493492,-0.011704180161116452,-0.012310405325838571,-0.028215928124300276,1.0,-0.0024154589371980675,-0.006492330140181985,-0.005666569295026802,-0.007699449459842906,-0.008480821634661937,-0.013427146557776617,-0.00933146081851281,-0.0064375226175857085,-0.005952697324378954,-0.0024154589371980675,-0.006919667908561193,-0.003420107850697439,-0.004848516904900935,-0.01612297679311539,-0.008838091206705612,-0.008423192067404254,-0.005607688476816996,-0.014531082033707392,-0.005427413408548631,-0.007722756076187956,-0.005145759749941702,-0.03375212305627873,-0.03300742673891748,-0.038142771531292925,0.07572489842286444,0.07528968521246608,-0.022706395936375964,-0.007317421420371181,0.0766091792363986,-0.019210113189114558,-0.025495720482380694,0.07236413107958029,-0.03393900209626354,-0.030795313404670194,0.0889871959994538,-0.008838091206705619,-0.02213804683553545,-0.014681715364669463,-0.02020511274244429,-0.023457776379599563,-0.006437522617585713,-0.004193839914925787
team/susan-d-reed-md-mph,-0.016273521453207904,-0.014755524536413147,-0.0024154589371980675,-0.0024154589371980658,-0.01456913353718163,-0.004193839914925786,-0.03527218714936309,-0.005952697324378959,-0.009427205929349373,-0.012571256264428739,-0.01277702964834792,-0.006150927885079529,-0.009841773659245696,-0.003420107850697441,-0.005952697324378961,-0.00810971308431121,0.015509851620048141,-0.012740805173617564,-0.01244335611315734,-0.006890450518498307,-0.010216595405596218,-0.006081872842566589,-0.008323576831646607,-0.008086734876363251,-0.006919667908561197,-0.0024154589371980675,-0.011628264308808742,-0.01405918962635842,-0.00834757058261939,0.02895765840424945,-0.00942720592934937,-0.019535247405563446,-0.01413793439665542,-0.005666569295026804,-0.014428411530000705,-0.005427413408548633,-0.0034201078506974373,-0.006919667908561192,0.1796071872473343,-0.00342010785069744,-0.007982600926502837,-0.004949500494393013,-0.0132042482375456,-0.004193839914925786,-0.017192765644028257,-0.0024154589371980653,-0.005666569295026813,-0.016312936352268836,-0.007444275750454105,-0.009258310527493492,-0.011704180161116452,-0.012310405325838571,-0.028215928124300276,-0.0024154589371980675,1.0,-0.006492330140181985,-0.005666569295026802,-0.007699449459842906,-0.008480821634661937,-0.013427146557776617,-0.00933146081851281,-0.0064375226175857085,-0.005952697324378954,-0.0024154589371980675,-0.006919667908561193,-0.003420107850697439,-0.004848516904900935,-0.01612297679311539,-0.008838091206705612,-0.008423192067404254,-0.005607688476816996,-0.014531082033707392,-0.005427413408548631,-0.007722756076187956,-0.005145759749941702,0.07156465189376389,0.07317925618085572,0.06332678093977484,0.07572489842286446,0.07528968521246608,0.10637790972932305,-0.007317421420371181,0.07660917923639857,-0.019210113189114558,0.09473977951975558,0.07236413107958031,0.07117059394813476,-0.030795313404670194,0.08898719599945384,-0.008838091206705619,-0.02213804683553545,-0.014681715364669463,-0.02020511274244429,-0.023457776379599563,0.3752156039964244,-0.004193839914925787
test/anxiety-assessment,0.3156375975474702,0.34695085360891814,0.23844557969395636,-0.006492330140181984,0.05771762237791651,0.2722432792726222,0.05422584740651212,0.08460503882575623,0.027770165924122778,0.09808439558824911,0.1561937137352747,0.061433697207758195,0.22304656694072028,-0.009192650282646993,-0.015999806769340732,0.052962488976698745,0.1365960287294119,0.19646429982480412,0.06749922036138932,-0.018520322946401168,0.02706624858790804,-0.016347007914923457,0.024519153546586743,0.021423729504670565,0.04519060434315162,-0.006492330140181985,0.1295392561126013,-0.0002712103121835403,0.03046816298324941,-0.0011740012345907596,0.0808790085900718,0.07588810484604214,0.06690073046654862,0.3952081570436212,0.6088218799090966,-0.014587935697396947,-0.009192650282646991,0.04519060434315162,0.0181368103196233,-0.009192650282646993,0.029136044272009897,-0.013303389572777644,-0.035490704267779706,0.13048548642677765,-0.02468743270043542,0.23844557969395633,-0.015230744790970377,0.07960158298325455,0.048616685729075716,0.09246934059837067,0.0024513338394717326,0.05607807228179944,0.19632500843414266,-0.006492330140181985,-0.006492330140181985,1.0,0.4772959374105394,0.21953822722160887,-0.022794961679660372,0.012107363812780946,0.07452395380929973,-0.01730293215695758,-0.01599980676934074,-0.006492330140181985,-0.018598854168439993,-0.009192650282646996,-0.01303196338886427,0.1855557376512129,-0.023755239652110446,-0.022640063506600666,0.34032982573039616,0.03988125577764072,-0.014587935697396944,0.29249083876581133,0.7688723069433289,-0.013518054726255545,0.015067709972868729,0.09582972989929998,-0.006843651020563825,0.07118510578848534,0.002052094528480529,-0.019667945873258066,0.07379469921942146,-0.051633416297554316,-0.009769491409259421,-0.03804122325950421,-0.03985551171923764,0.104060410721921,0.04054743138703381,-0.023755239652110467,-0.05950318860805433,-0.03946187687304921,-0.020159713878255846,0.060519441876176736,-0.017302932156957548,-0.011272306419067199
test/depression-assessment,0.3767708807707914,0.42278369015425854,0.33028003891013374,-0.0056665692950268,0.16512986355226164,-0.009838579378932987,0.08449341598176742,0.12402061687129778,0.050726025624721074,0.030799172464216245,0.0745581626958447,0.09250551003282816,0.148013163052131,-0.008023435146831083,-0.013964787958698415,0.1860502618645835,0.09217357891568657,0.28654189494075955,0.0400342105051217,-0.016164719149527943,0.12560527456532816,-0.014267828517061338,-0.019526775708188136,0.15861596451007315,-0.01623326196880818,-0.005666569295026803,0.26677165976066153,0.0699323787624502,0.12554142866044268,-0.004308402580815899,0.19640976703828023,0.23090250157301326,0.06275154746793876,0.5496473141616922,0.3938154753359108,-0.01273249306733156,-0.00802343514683108,-0.01623326196880817,-0.02472213796581909,-0.008023435146831081,0.18944225319148078,0.12606585376533033,0.06829211605500707,-0.009838579378932998,-0.010812517353684692,-0.005666569295026798,-0.013293543136191006,0.06332009611139473,0.07666002774642106,0.13923829922727413,0.019052167032336333,0.09341703612850032,0.2018092376313872,-0.005666569295026802,-0.005666569295026802,0.4772959374105394,1.0,0.22905756213117093,-0.019895665677231795,0.03460569433006991,0.04641599336164788,0.11280395286042999,-0.013964787958698408,0.33028003891013374,0.07125769539554758,-0.008023435146831083,-0.011374425206168232,0.1415692806526367,0.07382146202086588,0.13644133381723975,0.4742995541361983,0.03808961151059485,-0.01273249306733157,0.3041113923199756,0.5843299395096627,0.02670555499986156,0.06491429463106257,0.0465434411198068,-0.002694263371696281,0.0686736576443262,-0.010007349892078386,-0.017166375673330965,0.10723939396046892,-0.04506615114629041,0.020778820696364574,-0.007429280729911804,-0.044393405751148564,0.0009703177071322187,0.13092070211468967,-0.020733805691045677,-0.007949229405665172,-0.03444271239827631,-0.04740037998812028,0.07208141821621179,-0.015102168552352635,-0.009838579378932994
test/insomnia-severity-index,0.41547187563225313,0.4238438923522297,0.23809066791206507,-0.0076994494598429004,0.050773797640813495,-0.013368167005604201,0.15947613223320206,-0.018974651770302334,0.1298309711999805,0.13637161992337488,0.0357519202156617,0.13686863321557774,0.09381244097446736,0.16310830269676022,0.18293510424701734,0.0491697918404892,0.1718882432079497,0.05199258631239547,0.010983903087514173,0.06568023254089492,0.07686662451976141,0.07582494507552562,0.16168646814509707,-0.025777050280943008,0.04195445968704882,-0.007699449459842906,0.0705030288477681,0.03048124002131994,-0.02660848289472662,0.2508686192446379,0.1298309711999805,0.08497816061449913,0.09528898101829404,0.31143094885945166,0.26690208199368476,-0.017300271428032685,-0.010901840283073947,0.1699772594673818,0.10627850640255415,0.16310830269676016,0.025322783522616493,-0.01577688956793123,0.0668531655514429,0.41338485663483776,0.07478838480896807,0.23809066791206507,0.06431078867460956,0.46828644337424347,0.0451351959369742,0.029369649745924254,0.03074828394926095,0.02041070771319081,0.23219110530371234,-0.007699449459842906,-0.007699449459842906,0.21953822722160887,0.22905756213117093,1.0,0.04488209377492016,0.01765609152101805,0.07020713520323951,-0.0205200673368485,0.08198022623835749,-0.007699449459842906,-0.02205694020311762,-0.01090184028307395,-0.015454997097894186,0.14548214942976626,0.041007840081548376,0.08743309082451566,0.3387639421016669,0.13851124022768857,0.09315530768940675,0.9183975527876322,0.24540633674085457,0.02152991002921209,0.05100692761001191,0.15209844598587266,0.13582313728903506,0.10835451688176541,0.08587769875741423,-0.02332480819064317,0.08510486071774659,0.009848764117967477,0.12510095769026666,0.02324152456242461,0.07222551486186007,0.06253731122819992,0.16975272669998065,-0.028172052738949883,0.05815930213057734,-0.0028587640273802064,0.004128541870373297,0.049226413188413476,-0.020520067336848476,-0.013368167005604205
treatment-template-shorter-table-of-contents-2,0.1207025732569929,0.13548811277383316,-0.008480821634661937,-0.008480821634661934,-0.051153104280769184,-0.014724824229083942,-0.04272731964618826,-0.020900278400819577,0.030494434900348318,0.008497917466529096,0.0007696726422536785,-0.021596277824345513,0.04013426166031611,-0.012008204406371804,-0.020900278400819556,0.15056542397055836,0.00575074370894944,0.010517752795804362,-0.043689371865158824,-0.02419278627755706,-0.03587108106622441,-0.021353821415955695,0.02692449637070918,-0.028393012622599974,-0.024295370291691102,-0.008480821634661937,0.15171141034919444,-0.004438309390055532,0.09739077469349663,-0.008700637694398293,0.15768227895707765,0.019264314884047815,0.3690649743598513,-0.019895665677231795,-0.05065902084817834,-0.019055974972966065,0.19563366345380728,-0.024295370291691123,-0.03700017269701875,-0.012008204406371804,-0.028027392060280085,-0.017377993981677938,-0.003028077447553657,-0.014724824229083923,-0.008818730956858629,-0.008480821634661935,0.17669245946684423,0.12010799957731477,-0.026137299983279988,0.10801634148538214,-0.0410940806311202,-0.04322257365299541,0.07641511804514411,-0.008480821634661937,-0.008480821634661937,-0.022794961679660372,-0.019895665677231795,0.04488209377492016,1.0,0.2414193200621616,0.0865066614520219,-0.022602529170782468,0.09956660404834858,-0.008480821634661937,0.052087801458701385,0.1956336634538072,-0.017023434524126708,0.06085439703350148,-0.03103106989758694,-0.029574334060516093,-0.01968893158241849,-0.01951192308466548,0.1127478519233825,0.06665785868353193,-0.01806707203422838,-0.026062351377498263,0.10159184085342937,0.07390009457770468,0.013961455469654504,-0.049811017178734984,-0.004186394994837445,-0.025691906799214525,0.015858198091415598,-0.025037464304719495,0.016021510017782202,0.037499892358541655,0.15762270805263692,0.08363452915242739,0.006631968360875717,-0.03103106989758698,-0.0009253335022917953,0.0008844085807535671,0.05172807960296569,0.028612656004295422,-0.02260252917078246,-0.01472482422908394
treatments,0.3432792645567387,0.3273498373408302,0.035884940357951665,0.4303816356837771,-0.0029725559452397675,0.06230521782021434,-0.016050174178695833,0.08843544602007092,0.011748460429657326,-0.03448230814092301,-0.01732192697203554,-0.03419201581422101,0.17132821186343464,0.08572147133149119,0.14919821108353024,0.15058294137255565,0.05073160613620072,0.21715057060781678,0.13405631342006863,0.11995079414966668,0.15178147355153349,0.2431701243137176,0.0009326677743472236,-0.018885642680606794,0.07711630847029113,-0.013427146557776617,0.08642887416864951,-0.025280436285253036,0.5500579485303005,0.023118134583893033,0.08659336733350516,-0.01996749754769449,0.012925956904552905,0.001553074889381726,0.05983101701167292,0.25791443921388973,0.33009916928829425,0.051431502679624375,0.28751319585320345,0.295188069580179,0.02692382071907716,0.2250991807490961,0.06502622781982727,0.005226486263064334,0.043092413668572686,0.03588494035795167,0.03460569433006996,0.0832909186800437,0.22112317669606196,0.23204999231200707,-0.04458080144261599,0.06919575287462336,-0.027591398854409536,-0.013427146557776617,-0.013427146557776617,0.012107363812780946,0.03460569433006991,0.01765609152101805,0.2414193200621616,1.0,0.038366498110300365,0.320935337487584,0.14919821108353024,-0.013427146557776617,0.16701312873762503,-0.019011827792852813,0.5669486464877377,0.042036517066169767,0.11742257045499636,0.10220986051509123,0.02606881648215057,0.1152282581507801,0.19143338811217278,0.03590126515031217,0.02392141916175222,0.08178293289610442,0.046358492340216675,0.05751787689065561,0.029163369538757717,-0.030444531455278378,0.0007803710494432469,0.10871028573502335,0.010921409736648936,0.04295491558537075,0.03571669873676221,0.06934143259529943,0.0336779728835498,0.03837802246658192,-0.0023539765905477884,-0.03525018207335981,0.03189339486977701,0.0946986034000738,0.0664293537163233,0.04374574717155572,-0.03578514969730462,0.14792331515593943
vagina-pain-dryness-not-during-sex,0.2621165733084754,0.2622487482057318,-0.00933146081851281,-0.009331460818512808,0.004176367593717315,-0.01620174627793149,-0.05734731295887851,-0.022996607804620053,0.051966885334382595,0.1343266010565225,0.14089911953509165,0.04111523470989516,-0.03802098386837196,0.13108335036819505,0.06071911358939155,0.03087993672047354,0.0712002517540883,-0.010824829938308286,-0.006072187158136669,0.046058496476961024,0.09664986149986965,-0.02349564186730513,0.04588319869362987,0.25607132356422324,0.026348516269513587,-0.00933146081851281,-0.00032241099626538315,0.07056281652591577,-0.03224854151809395,0.02421164460134867,-0.03641941554171898,0.01610889118188441,0.20725399568176434,0.046415993361647895,0.1638059627141023,0.16222082846640432,-0.013212645395202697,0.13251001386027225,0.07527406719638913,0.13108335036819502,0.3059511921195315,-0.019121032952940195,0.12966802195291932,0.1017583362719205,0.07686365302727703,0.19448728863847756,-0.021891230911699183,0.08079302527040215,-0.028758910539852953,-0.03576693464023303,0.06765383371525338,-0.02282539033569191,0.27426029071805347,-0.00933146081851281,-0.00933146081851281,0.07452395380929973,0.04641599336164788,0.07020713520323951,0.0865066614520219,0.038366498110300365,1.0,-0.02486959689075652,0.06071911358939152,-0.00933146081851281,0.2917522602464104,-0.013212645395202696,-0.018730910647755752,0.20980777585252172,0.023223131721449856,0.06222692263158415,0.09663177637754251,0.03144506988824399,0.07062675525067946,0.10049597519041409,-0.019879226572057384,-0.13039203813029304,-0.0627430523420591,-0.04419628711254016,-0.05758042464471853,-0.05844574896162493,-0.03522710213482482,-0.028268843748570357,-0.07783082821461111,-0.0742129852769755,-0.025154104979258914,5.180854416003119e-05,-0.02425557388528211,-0.007920577704469828,-0.0576376445902635,-0.034143532947607816,-0.03215197409424775,-0.056718766593023856,0.12085124100370277,-0.03920994234992353,-0.02486959689075654,0.2197184188217724
vaginal-dilators,0.2366135614481187,0.19979636180632157,-0.0064375226175857085,0.3752156039964247,-0.03882869843899262,-0.011177146873043558,-0.009563291230595307,0.14089398445309856,0.14037966996003323,0.034989489939763856,0.08470201875081199,-0.01639304927504598,-0.02622964917882114,-0.009115046960387152,0.29765270710198843,0.2113629440324943,0.08358798874786265,0.037940585377180716,0.20276937768604322,-0.01836397645808985,0.1426942394601988,0.13163139714069966,-0.022183450642756116,0.11294667519737969,0.2797412291263455,-0.0064375226175857085,0.05252351593918438,0.020988626994013153,0.22505625930638032,-0.004894573350406008,0.057627449742116046,0.11941677062119782,0.12577336589102187,-0.015102168552352637,0.11103830699278218,0.1570462477939663,-0.009115046960387146,-0.01844184472836352,0.11670375539366015,0.2610809879368036,0.21521642569815055,0.3778303302939147,0.021196181208549193,-0.011177146873043569,-0.04582103052460501,-0.006437522617585704,-0.015102168552352661,0.0334645978154203,0.08708984868771451,0.0667537177280684,0.02164427006872168,0.013502976176979747,0.033538336846143,-0.0064375226175857085,-0.0064375226175857085,-0.01730293215695758,0.11280395286042999,-0.0205200673368485,-0.022602529170782468,0.320935337487584,-0.02486959689075652,1.0,-0.015864738195791248,0.3752156039964246,0.2797412291263457,-0.009115046960387148,0.37012153967650235,-0.04296989949615489,0.08386508779476963,0.06627781881450659,-0.014945243260380055,0.08427136483999512,-0.014464785981023208,-0.02058218260097078,-0.013714141136813539,0.0704365461334607,0.03331724886204408,-0.024389899374656007,0.03791474516909403,0.03713683700956905,-0.011368879108014832,0.1089630598555388,0.08065756256319653,0.05917636906954015,-0.02217184038581403,0.03181998160950028,0.06962296859879573,0.042690322400380044,0.060302858955936504,0.08386508779476974,0.04093937874386163,0.1655573333828129,0.1589837665761645,-0.014382648635761759,-0.017156862745098048,-0.011177146873043567
